target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP030271.1_cds_WP_011336793.1_78	261	8.14747	0	0
lcl|NZ_CP030271.1_cds_WP_002722188.1_79	648	349	168	83.395
lcl|NZ_CP030271.1_cds_WP_011336794.1_80	756	457	115	43.5951
lcl|NZ_CP030271.1_cds_WP_011336795.1_81	1461	1162	461	68.7307
lcl|NZ_CP030271.1_cds_WP_011336796.1_82	1449	1150	59	8.88813
lcl|NZ_CP030271.1_cds_WP_011336797.1_83	1302	1003	261	45.0812
lcl|NZ_CP030271.1_cds_WP_235842852.1_84	711	412	156	65.5969
lcl|NZ_CP030271.1_cds_WP_011336799.1_85	1095	796	434	94.4567
lcl|NZ_CP030271.1_cds_WP_011336800.1_86	918	619	157	43.9405
lcl|NZ_CP030271.1_cds_WP_009562580.1_87	273	9.8295	1	17.6248
lcl|NZ_CP030271.1_cds_WP_011336801.1_88	414	115	14	21.0905
lcl|NZ_CP030271.1_cds_WP_002722206.1_89	1206	907	156	29.7971
lcl|NZ_CP030271.1_cds_WP_002722208.1_90	1392	1093	2078	329.368
lcl|NZ_CP030271.1_cds_WP_011336802.1_91	957	658	358	94.2569
lcl|NZ_CP030271.1_cds_WP_002722215.1_92	585	286	164	99.3423
lcl|NZ_CP030271.1_cds_WP_002722219.1_93	315	23.5677	197	1448.12
lcl|NZ_CP030271.1_cds_WP_002722225.1_94	555	256	2079	1406.92
lcl|NZ_CP030271.1_cds_WP_002722229.1_95	696	397	113	49.311
lcl|NZ_CP030271.1_cds_WP_002722232.1_96	1389	1090	994	157.985
lcl|NZ_CP030271.1_cds_WP_011336803.1_97	1563	1264	120	16.4471
lcl|NZ_CP030271.1_cds_WP_011336804.1_98	486	187	81	75.0412
lcl|NZ_CP030271.1_cds_WP_011336805.1_99	1026	727	97	23.115
lcl|NZ_CP030271.1_cds_WP_011336806.1_100	666	367	66	31.1555
lcl|NZ_CP030271.1_cds_WP_011336807.1_101	2994	2695	55	3.53558
lcl|NZ_CP030271.1_cds_WP_011336808.1_102	3321	3022	186	10.6629
lcl|NZ_CP030271.1_cds_WP_002722246.1_103	321	27.2129	738	4698.26
lcl|NZ_CP030271.1_cds_WP_011336809.1_104	909	610	1009	286.561
lcl|NZ_CP030271.1_cds_WP_002722250.1_105	558	259	1987	1329.09
lcl|NZ_CP030271.1_cds_WP_011336810.1_106	1302	1003	5183	895.234
lcl|NZ_CP030271.1_cds_WP_011336811.1_107	1533	1234	827	116.104
lcl|NZ_CP030271.1_cds_WP_011336812.1_108	246	6.66748	0	0
lcl|NZ_CP030271.1_cds_WP_011336813.1_109	1914	1615	166	17.807
lcl|NZ_CP030271.1_cds_WP_011336814.1_110	741	442	41	16.0701
lcl|NZ_CP030271.1_cds_WP_011336815.1_111	405	106	94	153.631
lcl|NZ_CP030271.1_cds_WP_011336816.1_112	915	616	204	57.3727
lcl|NZ_CP030271.1_cds_WP_002722266.1_113	774	475	32	11.6711
lcl|NZ_CP030271.1_cds_WP_002722268.1_114	1008	709	232	56.6889
lcl|NZ_CP030271.1_cds_WP_011336817.1_115	1095	796	29	6.31162
lcl|NZ_CP030271.1_cds_WP_011336818.1_116	2388	2089	113	9.37122
lcl|NZ_CP030271.1_cds_WP_017140035.1_117	690	391	82	36.3323
lcl|NZ_CP030271.1_cds_WP_011336820.1_118	1059	760	25	5.69879
lcl|NZ_CP030271.1_cds_WP_011336821.1_119	990	691	26	6.51856
lcl|NZ_CP030271.1_cds_WP_011336822.1_120	1509	1210	263	37.6553
lcl|NZ_CP030271.1_cds_WP_011336823.1_121	486	187	277	256.622
lcl|NZ_CP030271.1_cds_WP_002722276.1_122	255	7.48819	0	0
lcl|NZ_CP030271.1_cds_WP_011336824.1_123	1269	970	526	93.9443
lcl|NZ_CP030271.1_cds_WP_227590640.1_124	141	2.98199	0	0
lcl|NZ_CP030271.1_cds_WP_011336825.1_125	684	385	3242	1458.84
lcl|NZ_CP030271.1_cds_WP_011336826.1_126	831	532	2205	718.047
lcl|NZ_CP030271.1_cds_WP_011336827.1_127	381	82.002	134	283.098
lcl|NZ_CP030271.1_cds_WP_011336828.1_128	492	193	64	57.4485
lcl|NZ_CP030271.1_cds_WP_011336829.1_129	837	538	35	11.2705
lcl|NZ_CP030271.1_cds_WP_011336830.1_130	1416	1117	285	44.2026
lcl|NZ_CP030271.1_cds_WP_011336831.1_131	354	55.1953	19	59.6359
lcl|NZ_CP030271.1_cds_WP_009562632.1_132	156	3.21826	0	0
lcl|NZ_CP030271.1_cds_WP_011336832.1_133	792	493	805	282.882
lcl|NZ_CP030271.1_cds_WP_011336833.1_134	1215	916	254.432	48.1207
lcl|NZ_CP030271.1_cds_WP_061350813.1_135	975	676	126	32.2909
lcl|NZ_CP030271.1_cds_WP_011336835.1_136	1536	1237	337	47.1972
lcl|NZ_CP030271.1_cds_WP_011336836.1_137	687	388	517	230.842
lcl|NZ_CP030271.1_cds_WP_017140036.1_138	984	685	722	182.601
lcl|NZ_CP030271.1_cds_WP_002722302.1_139	1197	898	3167	610.981
lcl|NZ_CP030271.1_cds_WP_011336839.1_140	1353	1054	814	133.795
lcl|NZ_CP030271.1_cds_WP_011336840.1_141	690	391	213	94.3755
lcl|NZ_CP030271.1_cds_WP_011336841.1_142	2568	2269	252	19.2408
lcl|NZ_CP030271.1_cds_WP_002722307.1_143	1395	1096	93	14.7004
lcl|NZ_CP030271.1_cds_WP_011336843.1_144	1374	1075	105	16.9214
lcl|NZ_CP030271.1_cds_WP_011336844.1_145	1083	784	172	38.0074
lcl|NZ_CP030271.1_cds_WP_002722311.1_146	486	187	2267	2100.23
lcl|NZ_CP030271.1_cds_WP_011336845.1_147	219	5.00576	0	0
lcl|NZ_CP030271.1_cds_WP_011336846.1_148	468	169	11500	11788.7
lcl|NZ_CP030271.1_cds_WP_002722317.1_149	225	5.29865	0	0
lcl|NZ_CP030271.1_cds_WP_011336847.1_150	477	178	4651	4526.71
lcl|NZ_CP030271.1_cds_WP_002722319.1_151	1707	1408	1671	205.603
lcl|NZ_CP030271.1_cds_WP_002722320.1_152	954	655	6611	1748.57
lcl|NZ_CP030271.1_cds_WP_002722321.1_153	501	202	92	78.9028
lcl|NZ_CP030271.1_cds_WP_011336849.1_154	753	454	329	125.544
lcl|NZ_CP030271.1_cds_WP_017140038.1_155	1062	763	123	27.9278
lcl|NZ_CP030271.1_cds_WP_002722324.1_156	879	580	251	74.9725
lcl|NZ_CP030271.1_cds_WP_002722325.1_157	249	6.9214	0	0
lcl|NZ_CP030271.1_cds_WP_029534493.1_158	270	9.35544	2	37.0358
lcl|NZ_CP030271.1_cds_WP_002722329.1_159	366	67.0317	48	124.056
lcl|NZ_CP030271.1_cds_WP_011336852.1_160	1965	1666	380	39.5153
lcl|NZ_CP030271.1_cds_WP_002722333.1_161	492	193	8	7.18107
lcl|NZ_CP030271.1_cds_WP_011336853.1_162	537	238	14	10.1908
lcl|NZ_CP030271.1_cds_WP_011336854.1_163	837	538	51	16.4227
lcl|NZ_CP030271.1_cds_WP_011336855.1_164	1110	811	40	8.54467
lcl|NZ_CP030271.1_cds_WP_011336856.1_165	1743	1444	67	8.03829
lcl|NZ_CP030271.1_cds_WP_011336857.1_166	1002	703	117	28.8328
lcl|NZ_CP030271.1_cds_WP_011336858.1_167	1458	1159	122	18.2361
lcl|NZ_CP030271.1_cds_WP_002722349.1_168	471	172	133	133.961
lcl|NZ_CP030271.1_cds_WP_017140040.1_169	1893	1594	354	38.4743
lcl|NZ_CP030271.1_cds_WP_011336861.1_170	2280	1981	334	29.2091
lcl|NZ_CP030271.1_cds_WP_009564559.1_171	393	94.0001	28	51.6043
lcl|NZ_CP030271.1_cds_WP_011336863.1_172	1308	1009	116	19.917
lcl|NZ_CP030271.1_cds_WP_011336864.1_173	1197	898	76	14.662
lcl|NZ_CP030271.1_cds_WP_011336865.1_174	984	685	22	5.56402
lcl|NZ_CP030271.1_cds_WP_011336866.1_175	633	334	285	147.827
lcl|NZ_CP030271.1_cds_WP_011336867.1_176	948	649	1437	383.591
lcl|NZ_CP030271.1_cds_WP_011336868.1_177	1020	721	140	33.6395
lcl|NZ_CP030271.1_cds_WP_011336869.1_178	1650	1351	280	35.9053
lcl|NZ_CP030271.1_cds_WP_011336870.1_179	933	634	116	31.6975
lcl|NZ_CP030271.1_cds_WP_011336871.1_180	630	331	69	36.1141
lcl|NZ_CP030271.1_cds_WP_011336872.1_181	1272	973	31	5.51957
lcl|NZ_CP030271.1_cds_WP_011336873.1_182	486	187	12	11.1172
lcl|NZ_CP030271.1_cds_WP_011336874.1_183	975	676	52	13.3264
lcl|NZ_CP030271.1_cds_WP_002722382.1_184	702	403	412	177.112
lcl|NZ_CP030271.1_cds_WP_011336875.1_185	903	604	120	34.4192
lcl|NZ_CP030271.1_cds_WP_011336876.1_186	993	694	141	35.1978
lcl|NZ_CP030271.1_cds_WP_011336877.1_187	1101	802	95	20.5213
lcl|NZ_CP030271.1_cds_WP_011336878.1_188	1503	1204	44	6.33115
lcl|NZ_CP030271.1_cds_WP_011336879.1_189	1794	1495	120	13.9058
lcl|NZ_CP030271.1_cds_WP_011336880.1_190	1320	1021	106	17.9861
lcl|NZ_CP030271.1_cds_WP_011336881.1_191	954	655	103	27.2428
lcl|NZ_CP030271.1_cds_WP_011336882.1_192	2118	1819	102	9.71457
lcl|NZ_CP030271.1_cds_WP_011336883.1_193	369	70.019	10	24.7423
lcl|NZ_CP030271.1_cds_WP_080588225.1_194	450	151	18	20.6515
lcl|NZ_CP030271.1_cds_WP_017140043.1_195	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_196	288	12.9312	9	120.576
lcl|NZ_CP030271.1_cds_WP_023003513.1_197	1464	1165	439	65.2822
lcl|NZ_CP030271.1_cds_WP_160384112.1_198	798	499	228	79.1572
lcl|NZ_CP030271.1_cds_WP_196772429.1_199	1050	751	5341	1232.08
lcl|NZ_CP030271.1_cds_WP_011336892.1_200	645	346	7569	3789.82
lcl|NZ_CP030271.1_cds_WP_011336893.1_201	483	184	29	27.3046
lcl|NZ_CP030271.1_cds_WP_011336894.1_202	810	511	26.7323	9.06301
lcl|NZ_CP030271.1_cds_WP_011336895.1_203	807	508	12.6073	4.29946
lcl|NZ_CP030271.1_cds_WP_011336896.1_204	999	700	734	181.658
lcl|NZ_CP030271.1_cds_WP_011336897.1_205	390	91.0003	72	137.071
lcl|NZ_CP030271.1_cds_WP_011336898.1_206	318	25.324	2.83333	19.383
lcl|NZ_CP030271.1_cds_WP_011336899.1_207	339	41.1625	3	12.6263
lcl|NZ_CP030271.1_cds_WP_011336900.1_208	318	25.324	3.12464	21.3759
lcl|NZ_CP030271.1_cds_WP_061350815.1_209	1485	1186	36.3202	5.30542
lcl|NZ_CP030271.1_cds_WP_011336902.1_210	891	592	32.8649	9.61759
lcl|NZ_CP030271.1_cds_WP_061350816.1_211	5007	4708	123.651	4.55007
lcl|NZ_CP030271.1_cds_WP_011336904.1_212	237	6.00353	0	0
lcl|NZ_CP030271.1_cds_WP_017140046.1_213	381	82.002	10	21.1267
lcl|NZ_CP030271.1_cds_WP_011336906.1_214	441	142	3	3.66007
lcl|NZ_CP030271.1_cds_WP_011336907.1_215	381	82.002	0	0
lcl|NZ_CP030271.1_cds_WP_011336908.1_216	168	3.44246	0	0
lcl|NZ_CP030271.1_cds_WP_011336909.1_217	474	175	1	0.989961
lcl|NZ_CP030271.1_cds_WP_011336910.1_218	333	36.0583	1	4.80453
lcl|NZ_CP030271.1_cds_WP_011336911.1_219	507	208	1	0.8329
lcl|NZ_CP030271.1_cds_WP_011336912.1_220	291	13.7365	0	0
lcl|NZ_CP030271.1_cds_WP_011336913.1_221	1335	1036	31.6809	5.29778
lcl|NZ_CP030271.1_cds_WP_227590616.1_222	705	406	80	34.1366
lcl|NZ_CP030271.1_cds_WP_011336915.1_223	960	661	193.605	50.7424
lcl|NZ_CP030271.1_cds_WP_017140047.1_224	1236	937	104.943	19.4031
lcl|NZ_CP030271.1_cds_WP_011336917.1_225	873	574	69	20.8254
lcl|NZ_CP030271.1_cds_WP_011336918.1_226	1659	1360	44	5.60493
lcl|NZ_CP030271.1_cds_WP_011336919.1_227	438	139	2	2.49271
lcl|NZ_CP030271.1_cds_WP_017140048.1_228	414	115	8	12.0517
lcl|NZ_CP030271.1_cds_WP_017140049.1_229	540	241	11.0526	7.9452
lcl|NZ_CP030271.1_cds_WP_002720775.1_230	579	280	8.67845	5.36958
lcl|NZ_CP030271.1_cds_WP_011336922.1_231	690	391	115.937	51.3688
lcl|NZ_CP030271.1_cds_WP_011336923.1_232	552	253	64.0995	43.8925
lcl|NZ_CP030271.1_cds_WP_043764066.1_233	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_043762677.1_234	294	14.6185	1	11.851
lcl|NZ_CP030271.1_cds_WP_009564675.1_235	186	3.85692	0	0
lcl|NZ_CP030271.1_cds_WP_011336925.1_236	198	4.20281	0	0
lcl|NZ_CP030271.1_cds_WP_011336926.1_237	333	36.0583	2	9.60906
lcl|NZ_CP030271.1_cds_WP_011336927.1_238	396	97.0001	1.23665	2.20866
lcl|NZ_CP030271.1_cds_WP_017140052.1_239	1821	1522	30.0646	3.42213
lcl|NZ_CP030271.1_cds_WP_011336930.1_240	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_017140053.1_241	1062	763	165	37.4641
lcl|NZ_CP030271.1_cds_WP_011336932.1_242	1038	739	236	55.3253
lcl|NZ_CP030271.1_cds_WP_002722406.1_243	453	154	48	53.9979
lcl|NZ_CP030271.1_cds_WP_011336933.1_244	609	310	1281	715.886
lcl|NZ_CP030271.1_cds_WP_002722409.1_245	960	661	3535	926.497
lcl|NZ_CP030271.1_cds_WP_002722410.1_246	573	274	938	593.073
lcl|NZ_CP030271.1_cds_WP_011336934.1_247	537	238	171	124.473
lcl|NZ_CP030271.1_cds_WP_002722412.1_248	354	55.1953	1321	4146.27
lcl|NZ_CP030271.1_cds_WP_009561565.1_249	2118	1819	10493	999.363
lcl|NZ_CP030271.1_cds_WP_011336935.1_250	657	358	279	135.014
lcl|NZ_CP030271.1_cds_WP_002722415.1_251	759	460	526	198.1
lcl|NZ_CP030271.1_cds_WP_009561568.1_252	414	115	40	60.2585
lcl|NZ_CP030271.1_cds_WP_002722417.1_253	789	490	460	162.636
lcl|NZ_CP030271.1_cds_WP_002722419.1_254	690	391	88	38.9908
lcl|NZ_CP030271.1_cds_WP_002722420.1_255	915	616	482	135.557
lcl|NZ_CP030271.1_cds_WP_002722422.1_256	336	38.5618	65	292.02
lcl|NZ_CP030271.1_cds_WP_011336937.1_257	720	421	158	65.0176
lcl|NZ_CP030271.1_cds_WP_017140055.1_258	1668	1369	245	31.0041
lcl|NZ_CP030271.1_cds_WP_002722428.1_259	1599	1300	3678	490.145
lcl|NZ_CP030271.1_cds_WP_002722430.1_260	702	403	489	210.213
lcl|NZ_CP030271.1_cds_WP_002722432.1_261	1719	1420	160	19.5204
lcl|NZ_CP030271.1_cds_WP_011336939.1_262	429	130	1	1.33264
lcl|NZ_CP030271.1_cds_WP_009561581.1_263	909	610	2580	732.734
lcl|NZ_CP030271.1_cds_WP_002722435.1_264	399	100	253	438.305
lcl|NZ_CP030271.1_cds_WP_011336940.1_265	270	9.35544	1	18.5179
lcl|NZ_CP030271.1_cds_WP_227590617.1_266	1080	781	606	134.424
lcl|NZ_CP030271.1_cds_WP_002722439.1_267	876	577	345	103.586
lcl|NZ_CP030271.1_cds_WP_011336942.1_268	825	526	93	30.6305
lcl|NZ_CP030271.1_cds_WP_011336943.1_269	927	628	985	271.727
lcl|NZ_CP030271.1_cds_WP_002722444.1_270	762	463	729	272.774
lcl|NZ_CP030271.1_cds_WP_002722447.1_271	579	280	843	521.586
lcl|NZ_CP030271.1_cds_WP_002722450.1_272	210	4.62459	0	0
lcl|NZ_CP030271.1_cds_WP_011336944.1_273	816	517	379	127
lcl|NZ_CP030271.1_cds_WP_017140056.1_274	561	262	576	380.871
lcl|NZ_CP030271.1_cds_WP_011336946.1_275	2304	2005	927	80.098
lcl|NZ_CP030271.1_cds_WP_002722458.1_276	576	277	175	109.45
lcl|NZ_CP030271.1_cds_WP_002722461.1_277	1176	877	12728.5	2514.4
lcl|NZ_CP030271.1_cds_WP_011336948.1_278	645	346	65	32.5457
lcl|NZ_CP030271.1_cds_WP_002722466.1_279	195	4.11003	0	0
lcl|NZ_CP030271.1_cds_WP_002722468.1_280	534	235	5544	4087.07
lcl|NZ_CP030271.1_cds_WP_002722470.1_281	453	154	4397	4946.43
lcl|NZ_CP030271.1_cds_WP_002722474.1_282	699	400	10332	4474.87
lcl|NZ_CP030271.1_cds_WP_002722476.1_283	516	217	1442	1151.23
lcl|NZ_CP030271.1_cds_WP_002722477.1_284	378	79.0036	2662	5837.37
lcl|NZ_CP030271.1_cds_WP_002722478.1_285	4134	3835	8474	382.806
lcl|NZ_CP030271.1_cds_WP_114071673.1_286	4248	3949	728	31.9375
lcl|NZ_CP030271.1_cds_WP_011336950.1_287	927	628	62	17.1036
lcl|NZ_CP030271.1_cds_WP_002722481.1_288	372	73.0112	215	510.159
lcl|NZ_CP030271.1_cds_WP_002722484.1_289	471	172	860	866.216
lcl|NZ_CP030271.1_cds_WP_011336951.1_290	2118	1819	4884	465.157
lcl|NZ_CP030271.1_cds_WP_002722461.1_291	1176	877	12728.5	2514.4
lcl|NZ_CP030271.1_cds_WP_002722490.1_292	309	20.4424	16	135.595
lcl|NZ_CP030271.1_cds_WP_009563652.1_293	723	424	142	58.0201
lcl|NZ_CP030271.1_cds_WP_002722493.1_294	621	322	118	63.4866
lcl|NZ_CP030271.1_cds_WP_002722494.1_295	297	15.5846	1	11.1163
lcl|NZ_CP030271.1_cds_WP_002722495.1_296	840	541	2374	760.221
lcl|NZ_CP030271.1_cds_WP_114071674.1_297	279	10.9088	8	127.048
lcl|NZ_CP030271.1_cds_WP_002722497.1_298	381	82.002	113	238.732
lcl|NZ_CP030271.1_cds_WP_002722498.1_299	717	418	1147	475.383
lcl|NZ_CP030271.1_cds_WP_002722499.1_300	414	115	150	225.969
lcl|NZ_CP030271.1_cds_WP_002722500.1_301	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_WP_002722502.1_302	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_002722508.1_303	369	70.019	432	1068.87
lcl|NZ_CP030271.1_cds_WP_002722510.1_304	306	19.0638	85	772.441
lcl|NZ_CP030271.1_cds_WP_011336952.1_305	561	262	1375	909.196
lcl|NZ_CP030271.1_cds_WP_002722514.1_306	306	19.0638	151	1372.22
lcl|NZ_CP030271.1_cds_WP_002722516.1_307	399	100	480	831.567
lcl|NZ_CP030271.1_cds_WP_002722518.1_308	534	235	405	298.568
lcl|NZ_CP030271.1_cds_WP_002722520.1_309	360	61.0822	410	1162.85
lcl|NZ_CP030271.1_cds_WP_002722522.1_310	564	265	607	396.825
lcl|NZ_CP030271.1_cds_WP_002722524.1_311	189	3.93736	0	0
lcl|NZ_CP030271.1_cds_WP_009563657.1_312	486	187	4938	4574.73
lcl|NZ_CP030271.1_cds_WP_011336953.1_313	1359	1060	1521	248.588
lcl|NZ_CP030271.1_cds_WP_011336954.1_314	654	355	91	44.4088
lcl|NZ_CP030271.1_cds_WP_002722532.1_315	369	70.019	1066	2637.53
lcl|NZ_CP030271.1_cds_WP_002722534.1_316	390	91.0003	1492	2840.42
lcl|NZ_CP030271.1_cds_WP_002722536.1_317	1017	718	3081	743.402
lcl|NZ_CP030271.1_cds_WP_002722538.1_318	420	121	31	44.3846
lcl|NZ_CP030271.1_cds_WP_011336955.1_319	612	313	164	90.7728
lcl|NZ_CP030271.1_cds_WP_011336956.1_320	1386	1087	5751	916.579
lcl|NZ_CP030271.1_cds_WP_011336957.1_321	1314	1015	763	130.231
lcl|NZ_CP030271.1_cds_WP_009563665.1_322	375	76.0064	130	296.312
lcl|NZ_CP030271.1_cds_WP_002722549.1_323	1041	742	119	27.7843
lcl|NZ_CP030271.1_cds_WP_011336958.1_324	708	409	11	4.65935
lcl|NZ_CP030271.1_cds_WP_002722552.1_325	1017	718	435	104.959
lcl|NZ_CP030271.1_cds_WP_002722555.1_326	1263	964	27	4.85225
lcl|NZ_CP030271.1_cds_WP_011336959.1_327	1329	1030	78	13.1194
lcl|NZ_CP030271.1_cds_WP_172599875.1_328	750	451	71	27.2733
lcl|NZ_CP030271.1_cds_WP_009563670.1_329	369	70.019	1	2.47423
lcl|NZ_CP030271.1_cds_WP_011336960.1_330	1206	907	62	11.8424
lcl|NZ_CP030271.1_cds_WP_011336961.1_331	2172	1873	30	2.77485
lcl|NZ_CP030271.1_cds_WP_011336962.1_332	810	511	95	32.2076
lcl|NZ_CP030271.1_cds_WP_011336963.1_333	342	43.8484	4	15.8039
lcl|NZ_CP030271.1_cds_WP_009563678.1_334	834	535	415	134.385
lcl|NZ_CP030271.1_cds_WP_011336964.1_335	840	541	610	195.339
lcl|NZ_CP030271.1_cds_WP_029534495.1_336	1272	973	118	21.01
lcl|NZ_CP030271.1_cds_WP_002722578.1_337	270	9.35544	56	1037
lcl|NZ_CP030271.1_cds_WP_009563682.1_338	657	358	1184	572.961
lcl|NZ_CP030271.1_cds_WP_011336966.1_339	2418	2119	4027	329.236
lcl|NZ_CP030271.1_cds_WP_017140057.1_340	222	5.14791	0	0
lcl|NZ_CP030271.1_cds_WP_011336967.1_341	717	418	1063	440.568
lcl|NZ_CP030271.1_cds_WP_002722590.1_342	1083	784	1543	340.962
