target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP030271.1_cds_WP_011336782.1_66	1230	931	459	450.792
lcl|NZ_CP030271.1_cds_WP_017140029.1_67	1326	1027	150	133.547
lcl|NZ_CP030271.1_cds_WP_011336784.1_68	1179	880	302	313.789
lcl|NZ_CP030271.1_cds_WP_011336785.1_69	3285	2986	1145	350.614
lcl|NZ_CP030271.1_cds_WP_011336786.1_70	639	340	213	572.814
lcl|NZ_CP030271.1_cds_WP_002722170.1_71	582	283	124	400.634
lcl|NZ_CP030271.1_cds_WP_002722172.1_72	327	31.3862	306	8914.46
lcl|NZ_CP030271.1_cds_WP_011336788.1_73	1578	1279	260	185.873
lcl|NZ_CP030271.1_cds_WP_011336789.1_74	543	244	0	0
lcl|NZ_CP030271.1_cds_WP_017140031.1_75	324	29.2345	0	0
lcl|NZ_CP030271.1_cds_WP_011336791.1_76	453	154	40	237.494
lcl|NZ_CP030271.1_cds_WP_011336792.1_77	339	41.1625	11	244.345
lcl|NZ_CP030271.1_cds_WP_011336793.1_78	261	8.14747	0	0
lcl|NZ_CP030271.1_cds_WP_002722188.1_79	648	349	67	175.534
lcl|NZ_CP030271.1_cds_WP_011336794.1_80	756	457	45	90.0346
lcl|NZ_CP030271.1_cds_WP_011336795.1_81	1461	1162	67	52.7208
lcl|NZ_CP030271.1_cds_WP_011336796.1_82	1449	1150	513	407.88
lcl|NZ_CP030271.1_cds_WP_011336797.1_83	1302	1003	167	152.24
lcl|NZ_CP030271.1_cds_WP_235842852.1_84	711	412	29	64.3597
lcl|NZ_CP030271.1_cds_WP_011336799.1_85	1095	796	113	129.801
lcl|NZ_CP030271.1_cds_WP_011336800.1_86	918	619	65	96.0143
lcl|NZ_CP030271.1_cds_WP_009562580.1_87	273	9.8295	0	0
lcl|NZ_CP030271.1_cds_WP_011336801.1_88	414	115	4	31.8035
lcl|NZ_CP030271.1_cds_WP_002722206.1_89	1206	907	64	64.5187
lcl|NZ_CP030271.1_cds_WP_002722208.1_90	1392	1093	506	423.295
lcl|NZ_CP030271.1_cds_WP_011336802.1_91	957	658	148	205.66
lcl|NZ_CP030271.1_cds_WP_002722215.1_92	585	286	257	821.637
lcl|NZ_CP030271.1_cds_WP_002722219.1_93	315	23.5677	135	5237.57
lcl|NZ_CP030271.1_cds_WP_002722225.1_94	555	256	350	1250.09
lcl|NZ_CP030271.1_cds_WP_002722229.1_95	696	397	66	152.008
lcl|NZ_CP030271.1_cds_WP_002722232.1_96	1389	1090	556	466.403
lcl|NZ_CP030271.1_cds_WP_011336803.1_97	1563	1264	72	52.0833
lcl|NZ_CP030271.1_cds_WP_011336804.1_98	486	187	38	185.804
lcl|NZ_CP030271.1_cds_WP_011336805.1_99	1026	727	232	291.787
lcl|NZ_CP030271.1_cds_WP_011336806.1_100	666	367	139	346.307
lcl|NZ_CP030271.1_cds_WP_011336807.1_101	2994	2695	473	160.478
lcl|NZ_CP030271.1_cds_WP_011336808.1_102	3321	3022	544	164.595
lcl|NZ_CP030271.1_cds_WP_002722246.1_103	321	27.2129	73	2452.79
lcl|NZ_CP030271.1_cds_WP_011336809.1_104	909	610	18	26.9809
lcl|NZ_CP030271.1_cds_WP_002722250.1_105	558	259	38	134.152
lcl|NZ_CP030271.1_cds_WP_011336810.1_106	1302	1003	202	184.147
lcl|NZ_CP030271.1_cds_WP_011336811.1_107	1533	1234	97	71.8736
lcl|NZ_CP030271.1_cds_WP_011336812.1_108	246	6.66748	0	0
lcl|NZ_CP030271.1_cds_WP_011336813.1_109	1914	1615	41	23.2126
lcl|NZ_CP030271.1_cds_WP_011336814.1_110	741	442	6	12.412
lcl|NZ_CP030271.1_cds_WP_011336815.1_111	405	106	39	336.412
lcl|NZ_CP030271.1_cds_WP_011336816.1_112	915	616	135	200.385
lcl|NZ_CP030271.1_cds_WP_002722266.1_113	774	475	59	113.572
lcl|NZ_CP030271.1_cds_WP_002722268.1_114	1008	709	155	199.893
lcl|NZ_CP030271.1_cds_WP_011336817.1_115	1095	796	24	27.5684
lcl|NZ_CP030271.1_cds_WP_011336818.1_116	2388	2089	100	43.7698
lcl|NZ_CP030271.1_cds_WP_017140035.1_117	690	391	18	42.0929
lcl|NZ_CP030271.1_cds_WP_011336820.1_118	1059	760	50	60.1547
lcl|NZ_CP030271.1_cds_WP_011336821.1_119	990	691	26	34.404
lcl|NZ_CP030271.1_cds_WP_011336822.1_120	1509	1210	85	64.2313
lcl|NZ_CP030271.1_cds_WP_011336823.1_121	486	187	110	537.854
lcl|NZ_CP030271.1_cds_WP_002722276.1_122	255	7.48819	0	0
lcl|NZ_CP030271.1_cds_WP_011336824.1_123	1269	970	45	42.4184
lcl|NZ_CP030271.1_cds_WP_227590640.1_124	141	2.98199	0	0
lcl|NZ_CP030271.1_cds_WP_011336825.1_125	684	385	53	125.872
lcl|NZ_CP030271.1_cds_WP_011336826.1_126	831	532	69	118.591
lcl|NZ_CP030271.1_cds_WP_011336827.1_127	381	82.002	43	479.465
lcl|NZ_CP030271.1_cds_WP_011336828.1_128	492	193	25	118.439
lcl|NZ_CP030271.1_cds_WP_011336829.1_129	837	538	34	57.7843
lcl|NZ_CP030271.1_cds_WP_011336830.1_130	1416	1117	507	415.019
lcl|NZ_CP030271.1_cds_WP_011336831.1_131	354	55.1953	15	248.486
lcl|NZ_CP030271.1_cds_WP_009562632.1_132	156	3.21826	0	0
lcl|NZ_CP030271.1_cds_WP_011336832.1_133	792	493	549	1018.21
lcl|NZ_CP030271.1_cds_WP_011336833.1_134	1215	916	115.238	115.03
lcl|NZ_CP030271.1_cds_WP_061350813.1_135	975	676	119	160.958
lcl|NZ_CP030271.1_cds_WP_011336835.1_136	1536	1237	133	98.3094
lcl|NZ_CP030271.1_cds_WP_011336836.1_137	687	388	55	129.612
lcl|NZ_CP030271.1_cds_WP_017140036.1_138	984	685	35	46.7187
lcl|NZ_CP030271.1_cds_WP_002722302.1_139	1197	898	446	454.121
lcl|NZ_CP030271.1_cds_WP_011336839.1_140	1353	1054	618	536.119
lcl|NZ_CP030271.1_cds_WP_011336840.1_141	690	391	27	63.1393
lcl|NZ_CP030271.1_cds_WP_011336841.1_142	2568	2269	269	108.4
lcl|NZ_CP030271.1_cds_WP_002722307.1_143	1395	1096	124	103.448
lcl|NZ_CP030271.1_cds_WP_011336843.1_144	1374	1075	161	136.94
lcl|NZ_CP030271.1_cds_WP_011336844.1_145	1083	784	139	162.111
lcl|NZ_CP030271.1_cds_WP_002722311.1_146	486	187	149	728.547
lcl|NZ_CP030271.1_cds_WP_011336845.1_147	219	5.00576	0	0
lcl|NZ_CP030271.1_cds_WP_011336846.1_148	468	169	82	443.65
lcl|NZ_CP030271.1_cds_WP_002722317.1_149	225	5.29865	0	0
lcl|NZ_CP030271.1_cds_WP_011336847.1_150	477	178	192	986.266
lcl|NZ_CP030271.1_cds_WP_002722319.1_151	1707	1408	487	316.256
lcl|NZ_CP030271.1_cds_WP_002722320.1_152	954	655	179	249.876
lcl|NZ_CP030271.1_cds_WP_002722321.1_153	501	202	62	280.642
lcl|NZ_CP030271.1_cds_WP_011336849.1_154	753	454	107	215.497
lcl|NZ_CP030271.1_cds_WP_017140038.1_155	1062	763	87	104.258
lcl|NZ_CP030271.1_cds_WP_002722324.1_156	879	580	179	282.188
lcl|NZ_CP030271.1_cds_WP_002722325.1_157	249	6.9214	0	0
lcl|NZ_CP030271.1_cds_WP_029534493.1_158	270	9.35544	3	293.204
lcl|NZ_CP030271.1_cds_WP_002722329.1_159	366	67.0317	4	54.5623
lcl|NZ_CP030271.1_cds_WP_011336852.1_160	1965	1666	436	239.29
lcl|NZ_CP030271.1_cds_WP_002722333.1_161	492	193	18	85.2763
lcl|NZ_CP030271.1_cds_WP_011336853.1_162	537	238	5	19.2091
lcl|NZ_CP030271.1_cds_WP_011336854.1_163	837	538	97	164.855
lcl|NZ_CP030271.1_cds_WP_011336855.1_164	1110	811	47	52.9895
lcl|NZ_CP030271.1_cds_WP_011336856.1_165	1743	1444	75	47.4905
lcl|NZ_CP030271.1_cds_WP_011336857.1_166	1002	703	236	306.951
lcl|NZ_CP030271.1_cds_WP_011336858.1_167	1458	1159	413	325.821
lcl|NZ_CP030271.1_cds_WP_002722349.1_168	471	172	60	318.96
lcl|NZ_CP030271.1_cds_WP_017140040.1_169	1893	1594	252	144.552
lcl|NZ_CP030271.1_cds_WP_011336861.1_170	2280	1981	284	131.083
lcl|NZ_CP030271.1_cds_WP_009564559.1_171	393	94.0001	19	184.815
lcl|NZ_CP030271.1_cds_WP_011336863.1_172	1308	1009	200	181.239
lcl|NZ_CP030271.1_cds_WP_011336864.1_173	1197	898	198	201.605
lcl|NZ_CP030271.1_cds_WP_011336865.1_174	984	685	105	140.156
lcl|NZ_CP030271.1_cds_WP_011336866.1_175	633	334	112	306.609
lcl|NZ_CP030271.1_cds_WP_011336867.1_176	948	649	302	425.476
lcl|NZ_CP030271.1_cds_WP_011336868.1_177	1020	721	75	95.1128
lcl|NZ_CP030271.1_cds_WP_011336869.1_178	1650	1351	250	169.199
lcl|NZ_CP030271.1_cds_WP_011336870.1_179	933	634	23	33.1705
lcl|NZ_CP030271.1_cds_WP_011336871.1_180	630	331	6	16.5743
lcl|NZ_CP030271.1_cds_WP_011336872.1_181	1272	973	50	46.9862
lcl|NZ_CP030271.1_cds_WP_011336873.1_182	486	187	4	19.5583
lcl|NZ_CP030271.1_cds_WP_011336874.1_183	975	676	21	28.4044
lcl|NZ_CP030271.1_cds_WP_002722382.1_184	702	403	41	93.0233
lcl|NZ_CP030271.1_cds_WP_011336875.1_185	903	604	10	15.1383
lcl|NZ_CP030271.1_cds_WP_011336876.1_186	993	694	17	22.3977
lcl|NZ_CP030271.1_cds_WP_011336877.1_187	1101	802	50	57.0044
lcl|NZ_CP030271.1_cds_WP_011336878.1_188	1503	1204	51	38.7308
lcl|NZ_CP030271.1_cds_WP_011336879.1_189	1794	1495	90	55.0446
lcl|NZ_CP030271.1_cds_WP_011336880.1_190	1320	1021	85	76.1213
lcl|NZ_CP030271.1_cds_WP_011336881.1_191	954	655	476	664.475
lcl|NZ_CP030271.1_cds_WP_011336882.1_192	2118	1819	300	150.8
lcl|NZ_CP030271.1_cds_WP_011336883.1_193	369	70.019	2	26.1172
lcl|NZ_CP030271.1_cds_WP_080588225.1_194	450	151	23	139.272
lcl|NZ_CP030271.1_cds_WP_017140043.1_195	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_196	288	12.9312	0	0
lcl|NZ_CP030271.1_cds_WP_023003513.1_197	1464	1165	498	390.856
lcl|NZ_CP030271.1_cds_WP_160384112.1_198	798	499	726	1330.3
lcl|NZ_CP030271.1_cds_WP_196772429.1_199	1050	751	738	898.524
lcl|NZ_CP030271.1_cds_WP_011336892.1_200	645	346	156	412.251
lcl|NZ_CP030271.1_cds_WP_011336893.1_201	483	184	7	34.7851
lcl|NZ_CP030271.1_cds_WP_011336894.1_202	810	511	0	0
lcl|NZ_CP030271.1_cds_WP_011336895.1_203	807	508	1.08333	1.9499
lcl|NZ_CP030271.1_cds_WP_011336896.1_204	999	700	226	295.205
lcl|NZ_CP030271.1_cds_WP_011336897.1_205	390	91.0003	68	683.249
lcl|NZ_CP030271.1_cds_WP_011336898.1_206	318	25.324	0	0
lcl|NZ_CP030271.1_cds_WP_011336899.1_207	339	41.1625	0	0
lcl|NZ_CP030271.1_cds_WP_011336900.1_208	318	25.324	1	36.1061
lcl|NZ_CP030271.1_cds_WP_061350815.1_209	1485	1186	4	3.08382
lcl|NZ_CP030271.1_cds_WP_011336902.1_210	891	592	5	7.72256
lcl|NZ_CP030271.1_cds_WP_061350816.1_211	5007	4708	9.67925	1.87983
lcl|NZ_CP030271.1_cds_WP_011336904.1_212	237	6.00353	0	0
lcl|NZ_CP030271.1_cds_WP_017140046.1_213	381	82.002	0	0
lcl|NZ_CP030271.1_cds_WP_011336906.1_214	441	142	4	25.7564
lcl|NZ_CP030271.1_cds_WP_011336907.1_215	381	82.002	0	0
lcl|NZ_CP030271.1_cds_WP_011336908.1_216	168	3.44246	0	0
lcl|NZ_CP030271.1_cds_WP_011336909.1_217	474	175	0	0
lcl|NZ_CP030271.1_cds_WP_011336910.1_218	333	36.0583	0	0
lcl|NZ_CP030271.1_cds_WP_011336911.1_219	507	208	0	0
lcl|NZ_CP030271.1_cds_WP_011336912.1_220	291	13.7365	0	0
lcl|NZ_CP030271.1_cds_WP_011336913.1_221	1335	1036	6.71463	5.92618
lcl|NZ_CP030271.1_cds_WP_227590616.1_222	705	406	30	67.5629
lcl|NZ_CP030271.1_cds_WP_011336915.1_223	960	661	10.131	14.014
lcl|NZ_CP030271.1_cds_WP_017140047.1_224	1236	937	5	4.87914
lcl|NZ_CP030271.1_cds_WP_011336917.1_225	873	574	12	19.1154
lcl|NZ_CP030271.1_cds_WP_011336918.1_226	1659	1360	9	6.05085
lcl|NZ_CP030271.1_cds_WP_011336919.1_227	438	139	2	13.1561
lcl|NZ_CP030271.1_cds_WP_017140048.1_228	414	115	3	23.8526
lcl|NZ_CP030271.1_cds_WP_017140049.1_229	540	241	0	0
lcl|NZ_CP030271.1_cds_WP_002720775.1_230	579	280	0	0
lcl|NZ_CP030271.1_cds_WP_011336922.1_231	690	391	69.1181	161.632
lcl|NZ_CP030271.1_cds_WP_011336923.1_232	552	253	4.99999	18.0701
lcl|NZ_CP030271.1_cds_WP_043764066.1_233	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_043762677.1_234	294	14.6185	0	0
lcl|NZ_CP030271.1_cds_WP_009564675.1_235	186	3.85692	0	0
lcl|NZ_CP030271.1_cds_WP_011336925.1_236	198	4.20281	0	0
lcl|NZ_CP030271.1_cds_WP_011336926.1_237	333	36.0583	0	0
lcl|NZ_CP030271.1_cds_WP_011336927.1_238	396	97.0001	0	0
lcl|NZ_CP030271.1_cds_WP_017140052.1_239	1821	1522	3.13527	1.88353
lcl|NZ_CP030271.1_cds_WP_011336930.1_240	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_017140053.1_241	1062	763	26	31.1574
lcl|NZ_CP030271.1_cds_WP_011336932.1_242	1038	739	247	305.609
lcl|NZ_CP030271.1_cds_WP_002722406.1_243	453	154	32	189.995
lcl|NZ_CP030271.1_cds_WP_011336933.1_244	609	310	142	418.832
lcl|NZ_CP030271.1_cds_WP_002722409.1_245	960	661	727	1005.65
lcl|NZ_CP030271.1_cds_WP_002722410.1_246	573	274	672	2242.5
lcl|NZ_CP030271.1_cds_WP_011336934.1_247	537	238	51	195.932
lcl|NZ_CP030271.1_cds_WP_002722412.1_248	354	55.1953	40	662.63
lcl|NZ_CP030271.1_cds_WP_009561565.1_249	2118	1819	6770	3403.06
lcl|NZ_CP030271.1_cds_WP_011336935.1_250	657	358	55	140.473
lcl|NZ_CP030271.1_cds_WP_002722415.1_251	759	460	132	262.379
lcl|NZ_CP030271.1_cds_WP_009561568.1_252	414	115	12	95.4106
lcl|NZ_CP030271.1_cds_WP_002722417.1_253	789	490	87	162.344
lcl|NZ_CP030271.1_cds_WP_002722419.1_254	690	391	47	109.909
lcl|NZ_CP030271.1_cds_WP_002722420.1_255	915	616	135	200.385
lcl|NZ_CP030271.1_cds_WP_002722422.1_256	336	38.5618	5	118.557
lcl|NZ_CP030271.1_cds_WP_011336937.1_257	720	421	48	104.249
lcl|NZ_CP030271.1_cds_WP_017140055.1_258	1668	1369	35	23.3764
lcl|NZ_CP030271.1_cds_WP_002722428.1_259	1599	1300	783	550.721
lcl|NZ_CP030271.1_cds_WP_002722430.1_260	702	403	310	703.347
lcl|NZ_CP030271.1_cds_WP_002722432.1_261	1719	1420	198	127.494
lcl|NZ_CP030271.1_cds_WP_011336939.1_262	429	130	2	14.0669
lcl|NZ_CP030271.1_cds_WP_009561581.1_263	909	610	494	740.475
lcl|NZ_CP030271.1_cds_WP_002722435.1_264	399	100	52	475.462
lcl|NZ_CP030271.1_cds_WP_011336940.1_265	270	9.35544	2	195.469
lcl|NZ_CP030271.1_cds_WP_227590617.1_266	1080	781	177	207.222
lcl|NZ_CP030271.1_cds_WP_002722439.1_267	876	577	186	294.748
lcl|NZ_CP030271.1_cds_WP_011336942.1_268	825	526	19	33.0279
lcl|NZ_CP030271.1_cds_WP_011336943.1_269	927	628	97	141.229
lcl|NZ_CP030271.1_cds_WP_002722444.1_270	762	463	115	227.107
lcl|NZ_CP030271.1_cds_WP_002722447.1_271	579	280	80	261.243
lcl|NZ_CP030271.1_cds_WP_002722450.1_272	210	4.62459	0	0
lcl|NZ_CP030271.1_cds_WP_011336944.1_273	816	517	51	90.1971
lcl|NZ_CP030271.1_cds_WP_017140056.1_274	561	262	23	80.2675
lcl|NZ_CP030271.1_cds_WP_011336946.1_275	2304	2005	477	217.529
lcl|NZ_CP030271.1_cds_WP_002722458.1_276	576	277	73	240.966
lcl|NZ_CP030271.1_cds_WP_002722461.1_277	1176	877	1642.5	1712.45
lcl|NZ_CP030271.1_cds_WP_011336948.1_278	645	346	105	277.477
lcl|NZ_CP030271.1_cds_WP_002722466.1_279	195	4.11003	0	0
lcl|NZ_CP030271.1_cds_WP_002722468.1_280	534	235	235	914.351
lcl|NZ_CP030271.1_cds_WP_002722470.1_281	453	154	266	1579.33
lcl|NZ_CP030271.1_cds_WP_002722474.1_282	699	400	367	838.917
lcl|NZ_CP030271.1_cds_WP_002722476.1_283	516	217	364	1533.75
lcl|NZ_CP030271.1_cds_WP_002722477.1_284	378	79.0036	181	2094.81
lcl|NZ_CP030271.1_cds_WP_002722478.1_285	4134	3835	2384	568.4
lcl|NZ_CP030271.1_cds_WP_114071673.1_286	4248	3949	3007	696.241
lcl|NZ_CP030271.1_cds_WP_011336950.1_287	927	628	20	29.1195
lcl|NZ_CP030271.1_cds_WP_002722481.1_288	372	73.0112	14	175.328
lcl|NZ_CP030271.1_cds_WP_002722484.1_289	471	172	193	1025.99
lcl|NZ_CP030271.1_cds_WP_011336951.1_290	2118	1819	1979	994.778
lcl|NZ_CP030271.1_cds_WP_002722461.1_291	1176	877	1642.5	1712.45
lcl|NZ_CP030271.1_cds_WP_002722490.1_292	309	20.4424	151	6753.96
lcl|NZ_CP030271.1_cds_WP_009563652.1_293	723	424	403	869.065
lcl|NZ_CP030271.1_cds_WP_002722493.1_294	621	322	261	741.136
lcl|NZ_CP030271.1_cds_WP_002722494.1_295	297	15.5846	1	58.6703
lcl|NZ_CP030271.1_cds_WP_002722495.1_296	840	541	378	638.863
lcl|NZ_CP030271.1_cds_WP_114071674.1_297	279	10.9088	1	83.8176
lcl|NZ_CP030271.1_cds_WP_002722497.1_298	381	82.002	33	367.962
lcl|NZ_CP030271.1_cds_WP_002722498.1_299	717	418	633	1384.65
lcl|NZ_CP030271.1_cds_WP_002722499.1_300	414	115	46	365.74
lcl|NZ_CP030271.1_cds_WP_002722500.1_301	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_WP_002722502.1_302	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_002722508.1_303	369	70.019	157	2050.2
lcl|NZ_CP030271.1_cds_WP_002722510.1_304	306	19.0638	10	479.627
lcl|NZ_CP030271.1_cds_WP_011336952.1_305	561	262	246	858.513
lcl|NZ_CP030271.1_cds_WP_002722514.1_306	306	19.0638	199	9544.57
lcl|NZ_CP030271.1_cds_WP_002722516.1_307	399	100	46	420.601
lcl|NZ_CP030271.1_cds_WP_002722518.1_308	534	235	55	213.997
lcl|NZ_CP030271.1_cds_WP_002722520.1_309	360	61.0822	131	1960.96
lcl|NZ_CP030271.1_cds_WP_002722522.1_310	564	265	119	410.595
lcl|NZ_CP030271.1_cds_WP_002722524.1_311	189	3.93736	0	0
lcl|NZ_CP030271.1_cds_WP_009563657.1_312	486	187	128	625.866
lcl|NZ_CP030271.1_cds_WP_011336953.1_313	1359	1060	1077	929.015
lcl|NZ_CP030271.1_cds_WP_011336954.1_314	654	355	128	329.682
lcl|NZ_CP030271.1_cds_WP_002722532.1_315	369	70.019	109	1423.39
lcl|NZ_CP030271.1_cds_WP_002722534.1_316	390	91.0003	257	2582.28
lcl|NZ_CP030271.1_cds_WP_002722536.1_317	1017	718	1173	1493.78
lcl|NZ_CP030271.1_cds_WP_002722538.1_318	420	121	56	423.171
lcl|NZ_CP030271.1_cds_WP_011336955.1_319	612	313	103	300.889
lcl|NZ_CP030271.1_cds_WP_011336956.1_320	1386	1087	178	149.728
lcl|NZ_CP030271.1_cds_WP_011336957.1_321	1314	1015	156	140.531
lcl|NZ_CP030271.1_cds_WP_009563665.1_322	375	76.0064	25	300.748
lcl|NZ_CP030271.1_cds_WP_002722549.1_323	1041	742	80	98.5823
lcl|NZ_CP030271.1_cds_WP_011336958.1_324	708	409	9	20.1202
lcl|NZ_CP030271.1_cds_WP_002722552.1_325	1017	718	315	401.143
lcl|NZ_CP030271.1_cds_WP_002722555.1_326	1263	964	74	70.1888
lcl|NZ_CP030271.1_cds_WP_011336959.1_327	1329	1030	94	83.4456
lcl|NZ_CP030271.1_cds_WP_172599875.1_328	750	451	39	79.0681
lcl|NZ_CP030271.1_cds_WP_009563670.1_329	369	70.019	1	13.0586
lcl|NZ_CP030271.1_cds_WP_011336960.1_330	1206	907	55	55.4458
lcl|NZ_CP030271.1_cds_WP_011336961.1_331	2172	1873	18	8.78714
lcl|NZ_CP030271.1_cds_WP_011336962.1_332	810	511	99	177.144
lcl|NZ_CP030271.1_cds_WP_011336963.1_333	342	43.8484	2	41.7052
lcl|NZ_CP030271.1_cds_WP_009563678.1_334	834	535	77	131.598
lcl|NZ_CP030271.1_cds_WP_011336964.1_335	840	541	228	385.346
lcl|NZ_CP030271.1_cds_WP_029534495.1_336	1272	973	57	53.5643
lcl|NZ_CP030271.1_cds_WP_002722578.1_337	270	9.35544	1	97.7347
lcl|NZ_CP030271.1_cds_WP_009563682.1_338	657	358	282	720.243
lcl|NZ_CP030271.1_cds_WP_011336966.1_339	2418	2119	573	247.25
lcl|NZ_CP030271.1_cds_WP_017140057.1_340	222	5.14791	0	0
lcl|NZ_CP030271.1_cds_WP_011336967.1_341	717	418	253	553.423
lcl|NZ_CP030271.1_cds_WP_002722590.1_342	1083	784	173	201.764
lcl|NZ_CP030271.1_cds_WP_002722591.1_343	363	64.0516	8	114.202
lcl|NZ_CP030271.1_cds_WP_002722593.1_344	201	4.3003	0	0
lcl|NZ_CP030271.1_cds_WP_002722594.1_345	1446	1147	128	102.037
lcl|NZ_CP030271.1_cds_WP_011336968.1_346	738	439	23	47.9045
