target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP030271.1_cds_WP_011336772.1_52	1620	1321	22	23.2528
lcl|NZ_CP030271.1_cds_WP_002722143.1_53	1140	841	13	21.5826
lcl|NZ_CP030271.1_cds_WP_011336773.1_54	924	625	16	35.7434
lcl|NZ_CP030271.1_cds_WP_011336774.1_55	1590	1291	48	51.9124
lcl|NZ_CP030271.1_cds_56	57	2.178	0	0
lcl|NZ_CP030271.1_cds_WP_017140027.1_57	237	6.00353	0	0
lcl|NZ_CP030271.1_cds_WP_011336775.1_58	360	61.0822	1	22.8581
lcl|NZ_CP030271.1_cds_WP_017140028.1_59	2334	2035	99	67.9245
lcl|NZ_CP030271.1_cds_WP_011336778.1_60	606	307	32	145.535
lcl|NZ_CP030271.1_cds_WP_002722157.1_61	348	49.4247	2	56.4991
lcl|NZ_CP030271.1_cds_WP_011336779.1_62	744	445	22	69.0269
lcl|NZ_CP030271.1_cds_WP_011336780.1_63	915	616	743	1684.09
lcl|NZ_CP030271.1_cds_WP_029534491.1_64	645	346	282	1137.97
lcl|NZ_CP030271.1_cds_WP_002722161.1_65	180	3.70659	0	0
lcl|NZ_CP030271.1_cds_WP_011336782.1_66	1230	931	382	572.888
lcl|NZ_CP030271.1_cds_WP_017140029.1_67	1326	1027	116	157.704
lcl|NZ_CP030271.1_cds_WP_011336784.1_68	1179	880	197	312.564
lcl|NZ_CP030271.1_cds_WP_011336785.1_69	3285	2986	403	188.439
lcl|NZ_CP030271.1_cds_WP_011336786.1_70	639	340	362	1486.57
lcl|NZ_CP030271.1_cds_WP_002722170.1_71	582	283	40	197.347
lcl|NZ_CP030271.1_cds_WP_002722172.1_72	327	31.3862	36	1601.47
lcl|NZ_CP030271.1_cds_WP_011336788.1_73	1578	1279	53	57.8577
lcl|NZ_CP030271.1_cds_WP_011336789.1_74	543	244	0	0
lcl|NZ_CP030271.1_cds_WP_017140031.1_75	324	29.2345	0	0
lcl|NZ_CP030271.1_cds_WP_011336791.1_76	453	154	25	226.66
lcl|NZ_CP030271.1_cds_WP_011336792.1_77	339	41.1625	2	67.8397
lcl|NZ_CP030271.1_cds_WP_011336793.1_78	261	8.14747	0	0
lcl|NZ_CP030271.1_cds_WP_002722188.1_79	648	349	20	80.013
lcl|NZ_CP030271.1_cds_WP_011336794.1_80	756	457	20	61.104
lcl|NZ_CP030271.1_cds_WP_011336795.1_81	1461	1162	84	100.932
lcl|NZ_CP030271.1_cds_WP_011336796.1_82	1449	1150	36	43.708
lcl|NZ_CP030271.1_cds_WP_011336797.1_83	1302	1003	37	51.5059
lcl|NZ_CP030271.1_cds_WP_235842852.1_84	711	412	7	23.7223
lcl|NZ_CP030271.1_cds_WP_011336799.1_85	1095	796	112	196.454
lcl|NZ_CP030271.1_cds_WP_011336800.1_86	918	619	79	178.194
lcl|NZ_CP030271.1_cds_WP_009562580.1_87	273	9.8295	0	0
lcl|NZ_CP030271.1_cds_WP_011336801.1_88	414	115	3	36.4233
lcl|NZ_CP030271.1_cds_WP_002722206.1_89	1206	907	30	46.1817
lcl|NZ_CP030271.1_cds_WP_002722208.1_90	1392	1093	254	324.466
lcl|NZ_CP030271.1_cds_WP_011336802.1_91	957	658	66	140.047
lcl|NZ_CP030271.1_cds_WP_002722215.1_92	585	286	23	112.284
lcl|NZ_CP030271.1_cds_WP_002722219.1_93	315	23.5677	45	2665.94
lcl|NZ_CP030271.1_cds_WP_002722225.1_94	555	256	122	665.389
lcl|NZ_CP030271.1_cds_WP_002722229.1_95	696	397	17	59.788
lcl|NZ_CP030271.1_cds_WP_002722232.1_96	1389	1090	96	122.97
lcl|NZ_CP030271.1_cds_WP_011336803.1_97	1563	1264	7	7.73227
lcl|NZ_CP030271.1_cds_WP_011336804.1_98	486	187	24	179.195
lcl|NZ_CP030271.1_cds_WP_011336805.1_99	1026	727	96	184.371
lcl|NZ_CP030271.1_cds_WP_011336806.1_100	666	367	45	171.199
lcl|NZ_CP030271.1_cds_WP_011336807.1_101	2994	2695	71	36.7837
lcl|NZ_CP030271.1_cds_WP_011336808.1_102	3321	3022	109	50.3603
lcl|NZ_CP030271.1_cds_WP_002722246.1_103	321	27.2129	67	3437.6
lcl|NZ_CP030271.1_cds_WP_011336809.1_104	909	610	73	167.089
lcl|NZ_CP030271.1_cds_WP_002722250.1_105	558	259	263	1417.79
lcl|NZ_CP030271.1_cds_WP_011336810.1_106	1302	1003	996	1386.48
lcl|NZ_CP030271.1_cds_WP_011336811.1_107	1533	1234	89	100.7
lcl|NZ_CP030271.1_cds_WP_011336812.1_108	246	6.66748	0	0
lcl|NZ_CP030271.1_cds_WP_011336813.1_109	1914	1615	14	12.1035
lcl|NZ_CP030271.1_cds_WP_011336814.1_110	741	442	0	0
lcl|NZ_CP030271.1_cds_WP_011336815.1_111	405	106	2	26.3439
lcl|NZ_CP030271.1_cds_WP_011336816.1_112	915	616	30	67.9981
lcl|NZ_CP030271.1_cds_WP_002722266.1_113	774	475	14	41.1519
lcl|NZ_CP030271.1_cds_WP_002722268.1_114	1008	709	18	35.4472
lcl|NZ_CP030271.1_cds_WP_011336817.1_115	1095	796	8	14.0324
lcl|NZ_CP030271.1_cds_WP_011336818.1_116	2388	2089	54	36.092
lcl|NZ_CP030271.1_cds_WP_017140035.1_117	690	391	14	49.9928
lcl|NZ_CP030271.1_cds_WP_011336820.1_118	1059	760	41	75.3228
lcl|NZ_CP030271.1_cds_WP_011336821.1_119	990	691	38	76.7824
lcl|NZ_CP030271.1_cds_WP_011336822.1_120	1509	1210	44	50.7719
lcl|NZ_CP030271.1_cds_WP_011336823.1_121	486	187	43	321.057
lcl|NZ_CP030271.1_cds_WP_002722276.1_122	255	7.48819	0	0
lcl|NZ_CP030271.1_cds_WP_011336824.1_123	1269	970	64	92.1222
lcl|NZ_CP030271.1_cds_WP_227590640.1_124	141	2.98199	0	0
lcl|NZ_CP030271.1_cds_WP_011336825.1_125	684	385	195	707.18
lcl|NZ_CP030271.1_cds_WP_011336826.1_126	831	532	129	338.559
lcl|NZ_CP030271.1_cds_WP_011336827.1_127	381	82.002	6	102.16
lcl|NZ_CP030271.1_cds_WP_011336828.1_128	492	193	3	21.703
lcl|NZ_CP030271.1_cds_WP_011336829.1_129	837	538	22	57.0948
lcl|NZ_CP030271.1_cds_WP_011336830.1_130	1416	1117	282	352.494
lcl|NZ_CP030271.1_cds_WP_011336831.1_131	354	55.1953	1	25.2961
lcl|NZ_CP030271.1_cds_WP_009562632.1_132	156	3.21826	0	0
lcl|NZ_CP030271.1_cds_WP_011336832.1_133	792	493	290	821.31
lcl|NZ_CP030271.1_cds_WP_011336833.1_134	1215	916	41.5	63.257
lcl|NZ_CP030271.1_cds_WP_061350813.1_135	975	676	44	90.8787
lcl|NZ_CP030271.1_cds_WP_011336835.1_136	1536	1237	52	58.6934
lcl|NZ_CP030271.1_cds_WP_011336836.1_137	687	388	33	118.751
lcl|NZ_CP030271.1_cds_WP_017140036.1_138	984	685	69	140.642
lcl|NZ_CP030271.1_cds_WP_002722302.1_139	1197	898	529	822.499
lcl|NZ_CP030271.1_cds_WP_011336839.1_140	1353	1054	91	120.547
lcl|NZ_CP030271.1_cds_WP_011336840.1_141	690	391	15	53.5637
lcl|NZ_CP030271.1_cds_WP_011336841.1_142	2568	2269	90	55.3814
lcl|NZ_CP030271.1_cds_WP_002722307.1_143	1395	1096	38	48.4093
lcl|NZ_CP030271.1_cds_WP_011336843.1_144	1374	1075	35	45.4585
lcl|NZ_CP030271.1_cds_WP_011336844.1_145	1083	784	23	40.9607
lcl|NZ_CP030271.1_cds_WP_002722311.1_146	486	187	128	955.706
lcl|NZ_CP030271.1_cds_WP_011336845.1_147	219	5.00576	0	0
lcl|NZ_CP030271.1_cds_WP_011336846.1_148	468	169	325	2685.05
lcl|NZ_CP030271.1_cds_WP_002722317.1_149	225	5.29865	0	0
lcl|NZ_CP030271.1_cds_WP_011336847.1_150	477	178	335	2627.73
lcl|NZ_CP030271.1_cds_WP_002722319.1_151	1707	1408	333	330.216
lcl|NZ_CP030271.1_cds_WP_002722320.1_152	954	655	556	1185.19
lcl|NZ_CP030271.1_cds_WP_002722321.1_153	501	202	4	27.6481
lcl|NZ_CP030271.1_cds_WP_011336849.1_154	753	454	31	95.3371
lcl|NZ_CP030271.1_cds_WP_017140038.1_155	1062	763	20	36.5983
lcl|NZ_CP030271.1_cds_WP_002722324.1_156	879	580	29	69.8113
lcl|NZ_CP030271.1_cds_WP_002722325.1_157	249	6.9214	0	0
lcl|NZ_CP030271.1_cds_WP_029534493.1_158	270	9.35544	1	149.242
lcl|NZ_CP030271.1_cds_WP_002722329.1_159	366	67.0317	1	20.8294
lcl|NZ_CP030271.1_cds_WP_011336852.1_160	1965	1666	61	51.1223
lcl|NZ_CP030271.1_cds_WP_002722333.1_161	492	193	3	21.703
lcl|NZ_CP030271.1_cds_WP_011336853.1_162	537	238	4	23.466
lcl|NZ_CP030271.1_cds_WP_011336854.1_163	837	538	11	28.5474
lcl|NZ_CP030271.1_cds_WP_011336855.1_164	1110	811	22	37.8754
lcl|NZ_CP030271.1_cds_WP_011336856.1_165	1743	1444	15	14.5037
lcl|NZ_CP030271.1_cds_WP_011336857.1_166	1002	703	61	121.152
lcl|NZ_CP030271.1_cds_WP_011336858.1_167	1458	1159	13	15.6609
lcl|NZ_CP030271.1_cds_WP_002722349.1_168	471	172	10	81.176
lcl|NZ_CP030271.1_cds_WP_017140040.1_169	1893	1594	161	141.024
lcl|NZ_CP030271.1_cds_WP_011336861.1_170	2280	1981	85	59.9088
lcl|NZ_CP030271.1_cds_WP_009564559.1_171	393	94.0001	6	89.1207
lcl|NZ_CP030271.1_cds_WP_011336863.1_172	1308	1009	67	92.7128
lcl|NZ_CP030271.1_cds_WP_011336864.1_173	1197	898	37	57.5283
lcl|NZ_CP030271.1_cds_WP_011336865.1_174	984	685	5	10.1914
lcl|NZ_CP030271.1_cds_WP_011336866.1_175	633	334	45	188.114
lcl|NZ_CP030271.1_cds_WP_011336867.1_176	948	649	195	419.513
lcl|NZ_CP030271.1_cds_WP_011336868.1_177	1020	721	15	29.0477
lcl|NZ_CP030271.1_cds_WP_011336869.1_178	1650	1351	88	90.9459
lcl|NZ_CP030271.1_cds_WP_011336870.1_179	933	634	23	50.6518
lcl|NZ_CP030271.1_cds_WP_011336871.1_180	630	331	7	29.5275
lcl|NZ_CP030271.1_cds_WP_011336872.1_181	1272	973	3	4.30491
lcl|NZ_CP030271.1_cds_WP_011336873.1_182	486	187	2	14.9329
lcl|NZ_CP030271.1_cds_WP_011336874.1_183	975	676	22	45.4393
lcl|NZ_CP030271.1_cds_WP_002722382.1_184	702	403	146	505.829
lcl|NZ_CP030271.1_cds_WP_011336875.1_185	903	604	3	6.9349
lcl|NZ_CP030271.1_cds_WP_011336876.1_186	993	694	17	34.2015
lcl|NZ_CP030271.1_cds_WP_011336877.1_187	1101	802	38	66.1554
lcl|NZ_CP030271.1_cds_WP_011336878.1_188	1503	1204	31	35.9494
lcl|NZ_CP030271.1_cds_WP_011336879.1_189	1794	1495	33	30.8197
lcl|NZ_CP030271.1_cds_WP_011336880.1_190	1320	1021	21	28.7177
lcl|NZ_CP030271.1_cds_WP_011336881.1_191	954	655	45	95.924
lcl|NZ_CP030271.1_cds_WP_011336882.1_192	2118	1819	43	33.0059
lcl|NZ_CP030271.1_cds_WP_011336883.1_193	369	70.019	1	19.9407
lcl|NZ_CP030271.1_cds_WP_080588225.1_194	450	151	5	46.2327
lcl|NZ_CP030271.1_cds_WP_017140043.1_195	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_196	288	12.9312	2	215.947
lcl|NZ_CP030271.1_cds_WP_023003513.1_197	1464	1165	158	189.359
lcl|NZ_CP030271.1_cds_WP_160384112.1_198	798	499	46	128.71
lcl|NZ_CP030271.1_cds_WP_196772429.1_199	1050	751	587	1091.32
lcl|NZ_CP030271.1_cds_WP_011336892.1_200	645	346	360	1452.72
lcl|NZ_CP030271.1_cds_WP_011336893.1_201	483	184	0	0
lcl|NZ_CP030271.1_cds_WP_011336894.1_202	810	511	2	5.46468
lcl|NZ_CP030271.1_cds_WP_011336895.1_203	807	508	0	0
lcl|NZ_CP030271.1_cds_WP_011336896.1_204	999	700	95	189.488
lcl|NZ_CP030271.1_cds_WP_011336897.1_205	390	91.0003	20	306.862
lcl|NZ_CP030271.1_cds_WP_011336898.1_206	318	25.324	0.25	13.7836
lcl|NZ_CP030271.1_cds_WP_011336899.1_207	339	41.1625	0	0
lcl|NZ_CP030271.1_cds_WP_011336900.1_208	318	25.324	2	110.269
lcl|NZ_CP030271.1_cds_WP_061350815.1_209	1485	1186	1.5	1.76589
lcl|NZ_CP030271.1_cds_WP_011336902.1_210	891	592	3	7.07547
lcl|NZ_CP030271.1_cds_WP_061350816.1_211	5007	4708	15.7067	4.65807
lcl|NZ_CP030271.1_cds_WP_011336904.1_212	237	6.00353	0	0
lcl|NZ_CP030271.1_cds_WP_017140046.1_213	381	82.002	0	0
lcl|NZ_CP030271.1_cds_WP_011336906.1_214	441	142	2	19.6652
lcl|NZ_CP030271.1_cds_WP_011336907.1_215	381	82.002	0	0
lcl|NZ_CP030271.1_cds_WP_011336908.1_216	168	3.44246	0	0
lcl|NZ_CP030271.1_cds_WP_011336909.1_217	474	175	0	0
lcl|NZ_CP030271.1_cds_WP_011336910.1_218	333	36.0583	0	0
lcl|NZ_CP030271.1_cds_WP_011336911.1_219	507	208	0	0
lcl|NZ_CP030271.1_cds_WP_011336912.1_220	291	13.7365	0	0
lcl|NZ_CP030271.1_cds_WP_011336913.1_221	1335	1036	0	0
lcl|NZ_CP030271.1_cds_WP_227590616.1_222	705	406	4	13.7559
lcl|NZ_CP030271.1_cds_WP_011336915.1_223	960	661	9.68769	20.4632
lcl|NZ_CP030271.1_cds_WP_017140047.1_224	1236	937	10	14.901
lcl|NZ_CP030271.1_cds_WP_011336917.1_225	873	574	3	7.29735
lcl|NZ_CP030271.1_cds_WP_011336918.1_226	1659	1360	10	10.2664
lcl|NZ_CP030271.1_cds_WP_011336919.1_227	438	139	0	0
lcl|NZ_CP030271.1_cds_WP_017140048.1_228	414	115	0	0
lcl|NZ_CP030271.1_cds_WP_017140049.1_229	540	241	0	0
lcl|NZ_CP030271.1_cds_WP_002720775.1_230	579	280	3	14.9596
lcl|NZ_CP030271.1_cds_WP_011336922.1_231	690	391	15	53.5637
lcl|NZ_CP030271.1_cds_WP_011336923.1_232	552	253	1	5.51868
lcl|NZ_CP030271.1_cds_WP_043764066.1_233	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_043762677.1_234	294	14.6185	1	95.5111
lcl|NZ_CP030271.1_cds_WP_009564675.1_235	186	3.85692	0	0
lcl|NZ_CP030271.1_cds_WP_011336925.1_236	198	4.20281	0	0
lcl|NZ_CP030271.1_cds_WP_011336926.1_237	333	36.0583	0	0
lcl|NZ_CP030271.1_cds_WP_011336927.1_238	396	97.0001	0	0
lcl|NZ_CP030271.1_cds_WP_017140052.1_239	1821	1522	9.09513	8.34354
lcl|NZ_CP030271.1_cds_WP_011336930.1_240	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_017140053.1_241	1062	763	9	16.4693
lcl|NZ_CP030271.1_cds_WP_011336932.1_242	1038	739	40	75.5738
lcl|NZ_CP030271.1_cds_WP_002722406.1_243	453	154	2	18.1328
lcl|NZ_CP030271.1_cds_WP_011336933.1_244	609	310	82	369.324
lcl|NZ_CP030271.1_cds_WP_002722409.1_245	960	661	261	551.309
lcl|NZ_CP030271.1_cds_WP_002722410.1_246	573	274	130	662.443
lcl|NZ_CP030271.1_cds_WP_011336934.1_247	537	238	9	52.7985
lcl|NZ_CP030271.1_cds_WP_002722412.1_248	354	55.1953	97	2453.73
lcl|NZ_CP030271.1_cds_WP_009561565.1_249	2118	1819	1139	874.273
lcl|NZ_CP030271.1_cds_WP_011336935.1_250	657	358	44	171.603
lcl|NZ_CP030271.1_cds_WP_002722415.1_251	759	460	76	230.681
lcl|NZ_CP030271.1_cds_WP_009561568.1_252	414	115	5	60.7055
lcl|NZ_CP030271.1_cds_WP_002722417.1_253	789	490	127	361.879
lcl|NZ_CP030271.1_cds_WP_002722419.1_254	690	391	16	57.1346
lcl|NZ_CP030271.1_cds_WP_002722420.1_255	915	616	61	138.263
lcl|NZ_CP030271.1_cds_WP_002722422.1_256	336	38.5618	4	144.83
lcl|NZ_CP030271.1_cds_WP_011336937.1_257	720	421	11	36.481
lcl|NZ_CP030271.1_cds_WP_017140055.1_258	1668	1369	30	30.5966
lcl|NZ_CP030271.1_cds_WP_002722428.1_259	1599	1300	345	370.537
lcl|NZ_CP030271.1_cds_WP_002722430.1_260	702	403	57	197.481
lcl|NZ_CP030271.1_cds_WP_002722432.1_261	1719	1420	19	18.6819
lcl|NZ_CP030271.1_cds_WP_011336939.1_262	429	130	0	0
lcl|NZ_CP030271.1_cds_WP_009561581.1_263	909	610	455	1041.45
lcl|NZ_CP030271.1_cds_WP_002722435.1_264	399	100	27	376.981
lcl|NZ_CP030271.1_cds_WP_011336940.1_265	270	9.35544	0	0
lcl|NZ_CP030271.1_cds_WP_227590617.1_266	1080	781	76	135.868
lcl|NZ_CP030271.1_cds_WP_002722439.1_267	876	577	62	150.028
lcl|NZ_CP030271.1_cds_WP_011336942.1_268	825	526	16	42.4708
lcl|NZ_CP030271.1_cds_WP_011336943.1_269	927	628	115	255.678
lcl|NZ_CP030271.1_cds_WP_002722444.1_270	762	463	174	524.716
lcl|NZ_CP030271.1_cds_WP_002722447.1_271	579	280	165	822.776
lcl|NZ_CP030271.1_cds_WP_002722450.1_272	210	4.62459	0	0
lcl|NZ_CP030271.1_cds_WP_011336944.1_273	816	517	21	56.7133
lcl|NZ_CP030271.1_cds_WP_017140056.1_274	561	262	9	47.962
lcl|NZ_CP030271.1_cds_WP_011336946.1_275	2304	2005	116	80.7792
lcl|NZ_CP030271.1_cds_WP_002722458.1_276	576	277	14	70.5674
lcl|NZ_CP030271.1_cds_WP_002722461.1_277	1176	877	1899.5	3024.1
lcl|NZ_CP030271.1_cds_WP_011336948.1_278	645	346	9	36.318
lcl|NZ_CP030271.1_cds_WP_002722466.1_279	195	4.11003	0	0
lcl|NZ_CP030271.1_cds_WP_002722468.1_280	534	235	438	2602.33
lcl|NZ_CP030271.1_cds_WP_002722470.1_281	453	154	113	1024.5
lcl|NZ_CP030271.1_cds_WP_002722474.1_282	699	400	419	1462.55
lcl|NZ_CP030271.1_cds_WP_002722476.1_283	516	217	177	1138.86
lcl|NZ_CP030271.1_cds_WP_002722477.1_284	378	79.0036	671	11858.5
lcl|NZ_CP030271.1_cds_WP_002722478.1_285	4134	3835	1884	685.917
lcl|NZ_CP030271.1_cds_WP_114071673.1_286	4248	3949	1826	645.609
lcl|NZ_CP030271.1_cds_WP_011336950.1_287	927	628	11	24.4562
lcl|NZ_CP030271.1_cds_WP_002722481.1_288	372	73.0112	11	210.358
lcl|NZ_CP030271.1_cds_WP_002722484.1_289	471	172	88	714.349
lcl|NZ_CP030271.1_cds_WP_011336951.1_290	2118	1819	813	624.042
lcl|NZ_CP030271.1_cds_WP_002722461.1_291	1176	877	1899.5	3024.1
lcl|NZ_CP030271.1_cds_WP_002722490.1_292	309	20.4424	16	1092.81
lcl|NZ_CP030271.1_cds_WP_009563652.1_293	723	424	141	464.311
lcl|NZ_CP030271.1_cds_WP_002722493.1_294	621	322	178	771.827
lcl|NZ_CP030271.1_cds_WP_002722494.1_295	297	15.5846	3	268.771
lcl|NZ_CP030271.1_cds_WP_002722495.1_296	840	541	212	547.135
lcl|NZ_CP030271.1_cds_WP_114071674.1_297	279	10.9088	2	255.981
lcl|NZ_CP030271.1_cds_WP_002722497.1_298	381	82.002	42	715.123
lcl|NZ_CP030271.1_cds_WP_002722498.1_299	717	418	470	1569.92
lcl|NZ_CP030271.1_cds_WP_002722499.1_300	414	115	27	327.81
lcl|NZ_CP030271.1_cds_WP_002722500.1_301	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_WP_002722502.1_302	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_002722508.1_303	369	70.019	23	458.636
lcl|NZ_CP030271.1_cds_WP_002722510.1_304	306	19.0638	3	219.719
lcl|NZ_CP030271.1_cds_WP_011336952.1_305	561	262	229	1220.37
lcl|NZ_CP030271.1_cds_WP_002722514.1_306	306	19.0638	12	878.876
lcl|NZ_CP030271.1_cds_WP_002722516.1_307	399	100	63	879.622
lcl|NZ_CP030271.1_cds_WP_002722518.1_308	534	235	70	415.897
lcl|NZ_CP030271.1_cds_WP_002722520.1_309	360	61.0822	78	1782.94
lcl|NZ_CP030271.1_cds_WP_002722522.1_310	564	265	139	732.36
lcl|NZ_CP030271.1_cds_WP_002722524.1_311	189	3.93736	0	0
lcl|NZ_CP030271.1_cds_WP_009563657.1_312	486	187	152	1134.9
lcl|NZ_CP030271.1_cds_WP_011336953.1_313	1359	1060	363	478.142
lcl|NZ_CP030271.1_cds_WP_011336954.1_314	654	355	40	157.321
lcl|NZ_CP030271.1_cds_WP_002722532.1_315	369	70.019	34	677.983
lcl|NZ_CP030271.1_cds_WP_002722534.1_316	390	91.0003	188	2884.5
lcl|NZ_CP030271.1_cds_WP_002722536.1_317	1017	718	405	787.565
lcl|NZ_CP030271.1_cds_WP_002722538.1_318	420	121	22	253.859
lcl|NZ_CP030271.1_cds_WP_011336955.1_319	612	313	33	147.206
lcl|NZ_CP030271.1_cds_WP_011336956.1_320	1386	1087	1185	1522.11
lcl|NZ_CP030271.1_cds_WP_011336957.1_321	1314	1015	234	321.889
lcl|NZ_CP030271.1_cds_WP_009563665.1_322	375	76.0064	33	606.205
lcl|NZ_CP030271.1_cds_WP_002722549.1_323	1041	742	6	11.2902
lcl|NZ_CP030271.1_cds_WP_011336958.1_324	708	409	1	3.41376
lcl|NZ_CP030271.1_cds_WP_002722552.1_325	1017	718	52	101.119
lcl|NZ_CP030271.1_cds_WP_002722555.1_326	1263	964	5	7.24184
lcl|NZ_CP030271.1_cds_WP_011336959.1_327	1329	1030	17	23.0445
lcl|NZ_CP030271.1_cds_WP_172599875.1_328	750	451	13	40.246
lcl|NZ_CP030271.1_cds_WP_009563670.1_329	369	70.019	0	0
lcl|NZ_CP030271.1_cds_WP_011336960.1_330	1206	907	5	7.69695
lcl|NZ_CP030271.1_cds_WP_011336961.1_331	2172	1873	6	4.4727
lcl|NZ_CP030271.1_cds_WP_011336962.1_332	810	511	6	16.3941
lcl|NZ_CP030271.1_cds_WP_011336963.1_333	342	43.8484	2	63.6843
lcl|NZ_CP030271.1_cds_WP_009563678.1_334	834	535	34	88.7322
lcl|NZ_CP030271.1_cds_WP_011336964.1_335	840	541	49	126.46
lcl|NZ_CP030271.1_cds_WP_029534495.1_336	1272	973	13	18.6546
lcl|NZ_CP030271.1_cds_WP_002722578.1_337	270	9.35544	8	1193.94
lcl|NZ_CP030271.1_cds_WP_009563682.1_338	657	358	101	393.908
lcl|NZ_CP030271.1_cds_WP_011336966.1_339	2418	2119	427	281.354
lcl|NZ_CP030271.1_cds_WP_017140057.1_340	222	5.14791	0	0
lcl|NZ_CP030271.1_cds_WP_011336967.1_341	717	418	91	303.963
lcl|NZ_CP030271.1_cds_WP_002722590.1_342	1083	784	121	215.489
lcl|NZ_CP030271.1_cds_WP_002722591.1_343	363	64.0516	7	152.589
lcl|NZ_CP030271.1_cds_WP_002722593.1_344	201	4.3003	0	0
lcl|NZ_CP030271.1_cds_WP_002722594.1_345	1446	1147	48	58.4297
