target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP030271.1_cds_WP_017140027.1_57	237	6.00353	0	0
lcl|NZ_CP030271.1_cds_WP_011336775.1_58	360	61.0822	60	252.51
lcl|NZ_CP030271.1_cds_WP_017140028.1_59	2334	2035	614	77.5614
lcl|NZ_CP030271.1_cds_WP_011336778.1_60	606	307	192	160.77
lcl|NZ_CP030271.1_cds_WP_002722157.1_61	348	49.4247	7	36.4079
lcl|NZ_CP030271.1_cds_WP_011336779.1_62	744	445	41	23.6846
lcl|NZ_CP030271.1_cds_WP_011336780.1_63	915	616	1029	429.414
lcl|NZ_CP030271.1_cds_WP_029534491.1_64	645	346	655	486.639
lcl|NZ_CP030271.1_cds_WP_002722161.1_65	180	3.70659	0	0
lcl|NZ_CP030271.1_cds_WP_011336782.1_66	1230	931	2556	705.753
lcl|NZ_CP030271.1_cds_WP_017140029.1_67	1326	1027	544	136.166
lcl|NZ_CP030271.1_cds_WP_011336784.1_68	1179	880	1235	360.766
lcl|NZ_CP030271.1_cds_WP_011336785.1_69	3285	2986	4714	405.827
lcl|NZ_CP030271.1_cds_WP_011336786.1_70	639	340	707	534.542
lcl|NZ_CP030271.1_cds_WP_002722170.1_71	582	283	275	249.797
lcl|NZ_CP030271.1_cds_WP_002722172.1_72	327	31.3862	247	2023.02
lcl|NZ_CP030271.1_cds_WP_011336788.1_73	1578	1279	716	143.908
lcl|NZ_CP030271.1_cds_WP_011336789.1_74	543	244	1	1.05354
lcl|NZ_CP030271.1_cds_WP_017140031.1_75	324	29.2345	0	0
lcl|NZ_CP030271.1_cds_WP_011336791.1_76	453	154	148	247.049
lcl|NZ_CP030271.1_cds_WP_011336792.1_77	339	41.1625	44	274.784
lcl|NZ_CP030271.1_cds_WP_011336793.1_78	261	8.14747	1	31.5514
lcl|NZ_CP030271.1_cds_WP_002722188.1_79	648	349	254	187.09
lcl|NZ_CP030271.1_cds_WP_011336794.1_80	756	457	256	144.001
lcl|NZ_CP030271.1_cds_WP_011336795.1_81	1461	1162	298	65.9252
lcl|NZ_CP030271.1_cds_WP_011336796.1_82	1449	1150	2027	453.104
lcl|NZ_CP030271.1_cds_WP_011336797.1_83	1302	1003	1000	256.295
lcl|NZ_CP030271.1_cds_WP_235842852.1_84	711	412	187	116.677
lcl|NZ_CP030271.1_cds_WP_011336799.1_85	1095	796	421	135.96
lcl|NZ_CP030271.1_cds_WP_011336800.1_86	918	619	329	136.63
lcl|NZ_CP030271.1_cds_WP_009562580.1_87	273	9.8295	2	52.3046
lcl|NZ_CP030271.1_cds_WP_011336801.1_88	414	115	29	64.8249
lcl|NZ_CP030271.1_cds_WP_002722206.1_89	1206	907	330	93.5294
lcl|NZ_CP030271.1_cds_WP_002722208.1_90	1392	1093	3305	777.308
lcl|NZ_CP030271.1_cds_WP_011336802.1_91	957	658	251	98.0594
lcl|NZ_CP030271.1_cds_WP_002722215.1_92	585	286	655	588.731
lcl|NZ_CP030271.1_cds_WP_002722219.1_93	315	23.5677	260	2835.94
lcl|NZ_CP030271.1_cds_WP_002722225.1_94	555	256	1968	1976.18
lcl|NZ_CP030271.1_cds_WP_002722229.1_95	696	397	270	174.83
lcl|NZ_CP030271.1_cds_WP_002722232.1_96	1389	1090	1418	334.419
lcl|NZ_CP030271.1_cds_WP_011336803.1_97	1563	1264	286	58.1648
lcl|NZ_CP030271.1_cds_WP_011336804.1_98	486	187	148	203.452
lcl|NZ_CP030271.1_cds_WP_011336805.1_99	1026	727	574	202.964
lcl|NZ_CP030271.1_cds_WP_011336806.1_100	666	367	324	226.945
lcl|NZ_CP030271.1_cds_WP_011336807.1_101	2994	2695	990	94.4317
lcl|NZ_CP030271.1_cds_WP_011336808.1_102	3321	3022	965	82.087
lcl|NZ_CP030271.1_cds_WP_002722246.1_103	321	27.2129	150	1416.96
lcl|NZ_CP030271.1_cds_WP_011336809.1_104	909	610	74	31.1848
lcl|NZ_CP030271.1_cds_WP_002722250.1_105	558	259	192	190.565
lcl|NZ_CP030271.1_cds_WP_011336810.1_106	1302	1003	917	235.023
lcl|NZ_CP030271.1_cds_WP_011336811.1_107	1533	1234	245	51.0379
lcl|NZ_CP030271.1_cds_WP_011336812.1_108	246	6.66748	0	0
lcl|NZ_CP030271.1_cds_WP_011336813.1_109	1914	1615	128	20.3741
lcl|NZ_CP030271.1_cds_WP_011336814.1_110	741	442	13	7.56071
lcl|NZ_CP030271.1_cds_WP_011336815.1_111	405	106	68	164.909
lcl|NZ_CP030271.1_cds_WP_011336816.1_112	915	616	278	116.013
lcl|NZ_CP030271.1_cds_WP_002722266.1_113	774	475	200	108.238
lcl|NZ_CP030271.1_cds_WP_002722268.1_114	1008	709	450	163.158
lcl|NZ_CP030271.1_cds_WP_011336817.1_115	1095	796	88	28.4192
lcl|NZ_CP030271.1_cds_WP_011336818.1_116	2388	2089	337	41.4699
lcl|NZ_CP030271.1_cds_WP_017140035.1_117	690	391	82	53.9112
lcl|NZ_CP030271.1_cds_WP_011336820.1_118	1059	760	218	73.7368
lcl|NZ_CP030271.1_cds_WP_011336821.1_119	990	691	88	32.7376
lcl|NZ_CP030271.1_cds_WP_011336822.1_120	1509	1210	329	69.896
lcl|NZ_CP030271.1_cds_WP_011336823.1_121	486	187	375	515.503
lcl|NZ_CP030271.1_cds_WP_002722276.1_122	255	7.48819	0	0
lcl|NZ_CP030271.1_cds_WP_011336824.1_123	1269	970	250	66.2537
lcl|NZ_CP030271.1_cds_WP_227590640.1_124	141	2.98199	0	0
lcl|NZ_CP030271.1_cds_WP_011336825.1_125	684	385	247	164.922
lcl|NZ_CP030271.1_cds_WP_011336826.1_126	831	532	338	163.323
lcl|NZ_CP030271.1_cds_WP_011336827.1_127	381	82.002	128	401.261
lcl|NZ_CP030271.1_cds_WP_011336828.1_128	492	193	97	129.198
lcl|NZ_CP030271.1_cds_WP_011336829.1_129	837	538	142	67.8497
lcl|NZ_CP030271.1_cds_WP_011336830.1_130	1416	1117	682	156.954
lcl|NZ_CP030271.1_cds_WP_011336831.1_131	354	55.1953	36	167.665
lcl|NZ_CP030271.1_cds_WP_009562632.1_132	156	3.21826	0	0
lcl|NZ_CP030271.1_cds_WP_011336832.1_133	792	493	3543	1847.42
lcl|NZ_CP030271.1_cds_WP_011336833.1_134	1215	916	546.466	153.359
lcl|NZ_CP030271.1_cds_WP_061350813.1_135	975	676	387	147.165
lcl|NZ_CP030271.1_cds_WP_011336835.1_136	1536	1237	299	62.136
lcl|NZ_CP030271.1_cds_WP_011336836.1_137	687	388	489	323.98
lcl|NZ_CP030271.1_cds_WP_017140036.1_138	984	685	150	56.2914
lcl|NZ_CP030271.1_cds_WP_002722302.1_139	1197	898	1598	457.448
lcl|NZ_CP030271.1_cds_WP_011336839.1_140	1353	1054	3392	827.288
lcl|NZ_CP030271.1_cds_WP_011336840.1_141	690	391	201	132.148
lcl|NZ_CP030271.1_cds_WP_011336841.1_142	2568	2269	928	105.137
lcl|NZ_CP030271.1_cds_WP_002722307.1_143	1395	1096	673	157.851
lcl|NZ_CP030271.1_cds_WP_011336843.1_144	1374	1075	735	175.76
lcl|NZ_CP030271.1_cds_WP_011336844.1_145	1083	784	457	149.845
lcl|NZ_CP030271.1_cds_WP_002722311.1_146	486	187	1238	1701.85
lcl|NZ_CP030271.1_cds_WP_011336845.1_147	219	5.00576	0	0
lcl|NZ_CP030271.1_cds_WP_011336846.1_148	468	169	574	873.106
lcl|NZ_CP030271.1_cds_WP_002722317.1_149	225	5.29865	0	0
lcl|NZ_CP030271.1_cds_WP_011336847.1_150	477	178	799	1153.9
lcl|NZ_CP030271.1_cds_WP_002722319.1_151	1707	1408	1806	329.729
lcl|NZ_CP030271.1_cds_WP_002722320.1_152	954	655	863	338.697
lcl|NZ_CP030271.1_cds_WP_002722321.1_153	501	202	280	356.327
lcl|NZ_CP030271.1_cds_WP_011336849.1_154	753	454	648	366.911
lcl|NZ_CP030271.1_cds_WP_017140038.1_155	1062	763	530	178.564
lcl|NZ_CP030271.1_cds_WP_002722324.1_156	879	580	437	193.685
lcl|NZ_CP030271.1_cds_WP_002722325.1_157	249	6.9214	0	0
lcl|NZ_CP030271.1_cds_WP_029534493.1_158	270	9.35544	5	137.388
lcl|NZ_CP030271.1_cds_WP_002722329.1_159	366	67.0317	19	72.8643
lcl|NZ_CP030271.1_cds_WP_011336852.1_160	1965	1666	1779	274.5
lcl|NZ_CP030271.1_cds_WP_002722333.1_161	492	193	84	111.883
lcl|NZ_CP030271.1_cds_WP_011336853.1_162	537	238	111	119.891
lcl|NZ_CP030271.1_cds_WP_011336854.1_163	837	538	757	361.706
lcl|NZ_CP030271.1_cds_WP_011336855.1_164	1110	811	324	102.699
lcl|NZ_CP030271.1_cds_WP_011336856.1_165	1743	1444	664	118.207
lcl|NZ_CP030271.1_cds_WP_011336857.1_166	1002	703	833	304.601
lcl|NZ_CP030271.1_cds_WP_011336858.1_167	1458	1159	1045	231.779
lcl|NZ_CP030271.1_cds_WP_002722349.1_168	471	172	386	576.9
lcl|NZ_CP030271.1_cds_WP_017140040.1_169	1893	1594	1181	190.46
lcl|NZ_CP030271.1_cds_WP_011336861.1_170	2280	1981	1022	132.62
lcl|NZ_CP030271.1_cds_WP_009564559.1_171	393	94.0001	38	103.919
lcl|NZ_CP030271.1_cds_WP_011336863.1_172	1308	1009	545	138.85
lcl|NZ_CP030271.1_cds_WP_011336864.1_173	1197	898	587	168.036
lcl|NZ_CP030271.1_cds_WP_011336865.1_174	984	685	249	93.4438
lcl|NZ_CP030271.1_cds_WP_011336866.1_175	633	334	399	307.092
lcl|NZ_CP030271.1_cds_WP_011336867.1_176	948	649	1492	590.97
lcl|NZ_CP030271.1_cds_WP_011336868.1_177	1020	721	585	208.575
lcl|NZ_CP030271.1_cds_WP_011336869.1_178	1650	1351	548	104.272
lcl|NZ_CP030271.1_cds_WP_011336870.1_179	933	634	95	38.5191
lcl|NZ_CP030271.1_cds_WP_011336871.1_180	630	331	64	49.7043
lcl|NZ_CP030271.1_cds_WP_011336872.1_181	1272	973	57	15.0593
lcl|NZ_CP030271.1_cds_WP_011336873.1_182	486	187	22	30.2428
lcl|NZ_CP030271.1_cds_WP_011336874.1_183	975	676	56	21.2953
lcl|NZ_CP030271.1_cds_WP_002722382.1_184	702	403	55	35.0832
lcl|NZ_CP030271.1_cds_WP_011336875.1_185	903	604	67	28.5154
lcl|NZ_CP030271.1_cds_WP_011336876.1_186	993	694	53	19.6317
lcl|NZ_CP030271.1_cds_WP_011336877.1_187	1101	802	111	35.5787
lcl|NZ_CP030271.1_cds_WP_011336878.1_188	1503	1204	151	32.2398
lcl|NZ_CP030271.1_cds_WP_011336879.1_189	1794	1495	325	55.8835
lcl|NZ_CP030271.1_cds_WP_011336880.1_190	1320	1021	320	80.5686
lcl|NZ_CP030271.1_cds_WP_011336881.1_191	954	655	1220	478.807
lcl|NZ_CP030271.1_cds_WP_011336882.1_192	2118	1819	801	113.199
lcl|NZ_CP030271.1_cds_WP_011336883.1_193	369	70.019	6	22.0281
lcl|NZ_CP030271.1_cds_WP_080588225.1_194	450	151	39	66.3941
lcl|NZ_CP030271.1_cds_WP_017140043.1_195	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_196	288	12.9312	1	19.8793
lcl|NZ_CP030271.1_cds_WP_023003513.1_197	1464	1165	815	179.835
lcl|NZ_CP030271.1_cds_WP_160384112.1_198	798	499	1166	600.675
lcl|NZ_CP030271.1_cds_WP_196772429.1_199	1050	751	1750	599.018
lcl|NZ_CP030271.1_cds_WP_011336892.1_200	645	346	510	378.91
lcl|NZ_CP030271.1_cds_WP_011336893.1_201	483	184	20	27.9418
lcl|NZ_CP030271.1_cds_WP_011336894.1_202	810	511	14.875	7.48303
lcl|NZ_CP030271.1_cds_WP_011336895.1_203	807	508	4	2.02413
lcl|NZ_CP030271.1_cds_WP_011336896.1_204	999	700	602	221.075
lcl|NZ_CP030271.1_cds_WP_011336897.1_205	390	91.0003	157	443.505
lcl|NZ_CP030271.1_cds_WP_011336898.1_206	318	25.324	2	20.302
lcl|NZ_CP030271.1_cds_WP_011336899.1_207	339	41.1625	3	18.7353
lcl|NZ_CP030271.1_cds_WP_011336900.1_208	318	25.324	2	20.302
lcl|NZ_CP030271.1_cds_WP_061350815.1_209	1485	1186	12.9455	2.80593
lcl|NZ_CP030271.1_cds_WP_011336902.1_210	891	592	8.88311	3.85731
lcl|NZ_CP030271.1_cds_WP_061350816.1_211	5007	4708	55.2667	3.01765
lcl|NZ_CP030271.1_cds_WP_011336904.1_212	237	6.00353	0	0
lcl|NZ_CP030271.1_cds_WP_017140046.1_213	381	82.002	3	9.40456
lcl|NZ_CP030271.1_cds_WP_011336906.1_214	441	142	0	0
lcl|NZ_CP030271.1_cds_WP_011336907.1_215	381	82.002	1.25	3.91857
lcl|NZ_CP030271.1_cds_WP_011336908.1_216	168	3.44246	0	0
lcl|NZ_CP030271.1_cds_WP_011336909.1_217	474	175	2	2.93788
lcl|NZ_CP030271.1_cds_WP_011336910.1_218	333	36.0583	1	7.12913
lcl|NZ_CP030271.1_cds_WP_011336911.1_219	507	208	2	2.47177
lcl|NZ_CP030271.1_cds_WP_011336912.1_220	291	13.7365	0	0
lcl|NZ_CP030271.1_cds_WP_011336913.1_221	1335	1036	24.4699	6.07175
lcl|NZ_CP030271.1_cds_WP_227590616.1_222	705	406	89	56.3515
lcl|NZ_CP030271.1_cds_WP_011336915.1_223	960	661	18.8831	7.34369
lcl|NZ_CP030271.1_cds_WP_017140047.1_224	1236	937	33	9.05349
lcl|NZ_CP030271.1_cds_WP_011336917.1_225	873	574	55	24.6316
lcl|NZ_CP030271.1_cds_WP_011336918.1_226	1659	1360	29	5.48152
lcl|NZ_CP030271.1_cds_WP_011336919.1_227	438	139	0	0
lcl|NZ_CP030271.1_cds_WP_017140048.1_228	414	115	16	35.7655
lcl|NZ_CP030271.1_cds_WP_017140049.1_229	540	241	15.9091	16.9695
lcl|NZ_CP030271.1_cds_WP_002720775.1_230	579	280	2.5	2.29522
lcl|NZ_CP030271.1_cds_WP_011336922.1_231	690	391	107.476	70.6602
lcl|NZ_CP030271.1_cds_WP_011336923.1_232	552	253	48.6391	49.4204
lcl|NZ_CP030271.1_cds_WP_043764066.1_233	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_043762677.1_234	294	14.6185	0	0
lcl|NZ_CP030271.1_cds_WP_009564675.1_235	186	3.85692	0	0
lcl|NZ_CP030271.1_cds_WP_011336925.1_236	198	4.20281	0	0
lcl|NZ_CP030271.1_cds_WP_011336926.1_237	333	36.0583	0	0
lcl|NZ_CP030271.1_cds_WP_011336927.1_238	396	97.0001	2	5.30029
lcl|NZ_CP030271.1_cds_WP_017140052.1_239	1821	1522	18.1808	3.07072
lcl|NZ_CP030271.1_cds_WP_011336930.1_240	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_017140053.1_241	1062	763	95	32.0067
lcl|NZ_CP030271.1_cds_WP_011336932.1_242	1038	739	751	261.238
lcl|NZ_CP030271.1_cds_WP_002722406.1_243	453	154	85	141.886
lcl|NZ_CP030271.1_cds_WP_011336933.1_244	609	310	938	777.827
lcl|NZ_CP030271.1_cds_WP_002722409.1_245	960	661	2409	936.865
lcl|NZ_CP030271.1_cds_WP_002722410.1_246	573	274	1036	971.965
lcl|NZ_CP030271.1_cds_WP_011336934.1_247	537	238	203	219.261
lcl|NZ_CP030271.1_cds_WP_002722412.1_248	354	55.1953	180	838.325
lcl|NZ_CP030271.1_cds_WP_009561565.1_249	2118	1819	6001	848.072
lcl|NZ_CP030271.1_cds_WP_011336935.1_250	657	358	162	116.325
lcl|NZ_CP030271.1_cds_WP_002722415.1_251	759	460	437	244.211
lcl|NZ_CP030271.1_cds_WP_009561568.1_252	414	115	44	98.355
lcl|NZ_CP030271.1_cds_WP_002722417.1_253	789	490	451	236.604
lcl|NZ_CP030271.1_cds_WP_002722419.1_254	690	391	449	295.196
lcl|NZ_CP030271.1_cds_WP_002722420.1_255	915	616	589	245.797
lcl|NZ_CP030271.1_cds_WP_002722422.1_256	336	38.5618	116	773.291
lcl|NZ_CP030271.1_cds_WP_011336937.1_257	720	421	379	231.419
lcl|NZ_CP030271.1_cds_WP_017140055.1_258	1668	1369	605	113.604
lcl|NZ_CP030271.1_cds_WP_002722428.1_259	1599	1300	4297	849.696
lcl|NZ_CP030271.1_cds_WP_002722430.1_260	702	403	666	424.826
lcl|NZ_CP030271.1_cds_WP_002722432.1_261	1719	1420	691	125.093
lcl|NZ_CP030271.1_cds_WP_011336939.1_262	429	130	58	114.69
lcl|NZ_CP030271.1_cds_WP_009561581.1_263	909	610	1383	582.819
lcl|NZ_CP030271.1_cds_WP_002722435.1_264	399	100	219	562.97
lcl|NZ_CP030271.1_cds_WP_011336940.1_265	270	9.35544	3	82.4325
lcl|NZ_CP030271.1_cds_WP_227590617.1_266	1080	781	693	228.099
lcl|NZ_CP030271.1_cds_WP_002722439.1_267	876	577	483	215.185
lcl|NZ_CP030271.1_cds_WP_011336942.1_268	825	526	276	134.885
lcl|NZ_CP030271.1_cds_WP_011336943.1_269	927	628	1168	478.107
lcl|NZ_CP030271.1_cds_WP_002722444.1_270	762	463	756	419.742
lcl|NZ_CP030271.1_cds_WP_002722447.1_271	579	280	338	310.313
lcl|NZ_CP030271.1_cds_WP_002722450.1_272	210	4.62459	0	0
lcl|NZ_CP030271.1_cds_WP_011336944.1_273	816	517	171	85.0251
lcl|NZ_CP030271.1_cds_WP_017140056.1_274	561	262	35	34.3406
lcl|NZ_CP030271.1_cds_WP_011336946.1_275	2304	2005	1512	193.856
lcl|NZ_CP030271.1_cds_WP_002722458.1_276	576	277	263	244.072
lcl|NZ_CP030271.1_cds_WP_002722461.1_277	1176	877	6450	1890.61
lcl|NZ_CP030271.1_cds_WP_011336948.1_278	645	346	127	94.3559
lcl|NZ_CP030271.1_cds_WP_002722466.1_279	195	4.11003	0	0
lcl|NZ_CP030271.1_cds_WP_002722468.1_280	534	235	1318	1441.75
lcl|NZ_CP030271.1_cds_WP_002722470.1_281	453	154	881	1470.61
lcl|NZ_CP030271.1_cds_WP_002722474.1_282	699	400	2502	1607.94
lcl|NZ_CP030271.1_cds_WP_002722476.1_283	516	217	1101	1304.28
lcl|NZ_CP030271.1_cds_WP_002722477.1_284	378	79.0036	752	2446.88
lcl|NZ_CP030271.1_cds_WP_002722478.1_285	4134	3835	10989	736.605
lcl|NZ_CP030271.1_cds_WP_114071673.1_286	4248	3949	12032	783.235
lcl|NZ_CP030271.1_cds_WP_011336950.1_287	927	628	195	79.8209
lcl|NZ_CP030271.1_cds_WP_002722481.1_288	372	73.0112	87	306.317
lcl|NZ_CP030271.1_cds_WP_002722484.1_289	471	172	801	1197.14
lcl|NZ_CP030271.1_cds_WP_011336951.1_290	2118	1819	10412	1471.44
lcl|NZ_CP030271.1_cds_WP_002722461.1_291	1176	877	6450	1890.61
lcl|NZ_CP030271.1_cds_WP_002722490.1_292	309	20.4424	213	2678.49
lcl|NZ_CP030271.1_cds_WP_009563652.1_293	723	424	2958	1793.39
lcl|NZ_CP030271.1_cds_WP_002722493.1_294	621	322	2259	1803.44
lcl|NZ_CP030271.1_cds_WP_002722494.1_295	297	15.5846	9	148.453
lcl|NZ_CP030271.1_cds_WP_002722495.1_296	840	541	4902	2329.26
lcl|NZ_CP030271.1_cds_WP_114071674.1_297	279	10.9088	5	117.824
lcl|NZ_CP030271.1_cds_WP_002722497.1_298	381	82.002	161	504.711
lcl|NZ_CP030271.1_cds_WP_002722498.1_299	717	418	3136	1928.6
lcl|NZ_CP030271.1_cds_WP_002722499.1_300	414	115	556	1242.85
lcl|NZ_CP030271.1_cds_WP_002722500.1_301	207	4.51079	0	0
lcl|NZ_CP030271.1_cds_WP_002722502.1_302	243	6.43085	0	0
lcl|NZ_CP030271.1_cds_WP_002722508.1_303	369	70.019	259	950.879
lcl|NZ_CP030271.1_cds_WP_002722510.1_304	306	19.0638	70	943.909
lcl|NZ_CP030271.1_cds_WP_011336952.1_305	561	262	1357	1331.44
lcl|NZ_CP030271.1_cds_WP_002722514.1_306	306	19.0638	168	2265.38
lcl|NZ_CP030271.1_cds_WP_002722516.1_307	399	100	317	814.893
lcl|NZ_CP030271.1_cds_WP_002722518.1_308	534	235	519	567.729
lcl|NZ_CP030271.1_cds_WP_002722520.1_309	360	61.0822	525	2209.46
lcl|NZ_CP030271.1_cds_WP_002722522.1_310	564	265	1168	1133.02
lcl|NZ_CP030271.1_cds_WP_002722524.1_311	189	3.93736	0	0
lcl|NZ_CP030271.1_cds_WP_009563657.1_312	486	187	1299	1785.7
lcl|NZ_CP030271.1_cds_WP_011336953.1_313	1359	1060	2523	611.861
lcl|NZ_CP030271.1_cds_WP_011336954.1_314	654	355	820	593.782
lcl|NZ_CP030271.1_cds_WP_002722532.1_315	369	70.019	692	2540.57
lcl|NZ_CP030271.1_cds_WP_002722534.1_316	390	91.0003	818	2310.75
lcl|NZ_CP030271.1_cds_WP_002722536.1_317	1017	718	7701	2757.17
lcl|NZ_CP030271.1_cds_WP_002722538.1_318	420	121	253	537.498
lcl|NZ_CP030271.1_cds_WP_011336955.1_319	612	313	244	200.395
lcl|NZ_CP030271.1_cds_WP_011336956.1_320	1386	1087	729	172.401
lcl|NZ_CP030271.1_cds_WP_011336957.1_321	1314	1015	522	132.204
lcl|NZ_CP030271.1_cds_WP_009563665.1_322	375	76.0064	173	585.11
lcl|NZ_CP030271.1_cds_WP_002722549.1_323	1041	742	266	92.1551
lcl|NZ_CP030271.1_cds_WP_011336958.1_324	708	409	107	67.2515
lcl|NZ_CP030271.1_cds_WP_002722552.1_325	1017	718	1414	506.252
lcl|NZ_CP030271.1_cds_WP_002722555.1_326	1263	964	172	45.8662
lcl|NZ_CP030271.1_cds_WP_011336959.1_327	1329	1030	239	59.6489
lcl|NZ_CP030271.1_cds_WP_172599875.1_328	750	451	134	76.3783
lcl|NZ_CP030271.1_cds_WP_009563670.1_329	369	70.019	0	0
lcl|NZ_CP030271.1_cds_WP_011336960.1_330	1206	907	108	30.6096
lcl|NZ_CP030271.1_cds_WP_011336961.1_331	2172	1873	34	4.66641
lcl|NZ_CP030271.1_cds_WP_011336962.1_332	810	511	289	145.385
lcl|NZ_CP030271.1_cds_WP_011336963.1_333	342	43.8484	20	117.251
lcl|NZ_CP030271.1_cds_WP_009563678.1_334	834	535	402	193.159
lcl|NZ_CP030271.1_cds_WP_011336964.1_335	840	541	1403	666.656
lcl|NZ_CP030271.1_cds_WP_029534495.1_336	1272	973	183	48.3481
lcl|NZ_CP030271.1_cds_WP_002722578.1_337	270	9.35544	23	631.983
lcl|NZ_CP030271.1_cds_WP_009563682.1_338	657	358	630	452.376
lcl|NZ_CP030271.1_cds_WP_011336966.1_339	2418	2119	3098	375.831
lcl|NZ_CP030271.1_cds_WP_017140057.1_340	222	5.14791	0	0
lcl|NZ_CP030271.1_cds_WP_011336967.1_341	717	418	982	603.916
lcl|NZ_CP030271.1_cds_WP_002722590.1_342	1083	784	801	262.638
lcl|NZ_CP030271.1_cds_WP_002722591.1_343	363	64.0516	34	136.455
lcl|NZ_CP030271.1_cds_WP_002722593.1_344	201	4.3003	0	0
